SAMPN,LISTD,HADDR,ADVLT,TOTVEH,DWELL,YRMOV,RENT,DIARY,ENGL,HHSIZE,NPHON,NFAX,NOPHO,PHSER,SHPHN,SHNUM,ETHNC,INCLV,INCOM,INCOME,ASSN,DPHON,NVIST,NPLAC,NTRIPS,NOWRK,NOSTU,OWNSH,EACCT,CPA,DAYOFWK,HBW,HBO,NHB,MOTTRIP
1083162,1,9083162,1,4,1,3,2,1,2,4,2,1,1,1,2,,2,2,6,62000,365,1,0,45,41,3,2,1,1,20,4,1,25,15,41
1083173,1,9083173,1,2,1,3,2,1,2,4,1,,2,,2,,2,2,6,62000,378,2,0,14,10,1,2,2,2,20,3,2,8,0,10
1083204,1,9083204,1,2,1,3,2,1,2,2,1,,2,,2,,2,2,6,62000,398,2,0,8,6,1,1,1,2,20,2,4,2,0,4
1083222,1,9083222,8,2,1,2,2,1,2,2,1,,2,,2,,2,2,6,62000,398,1,0,6,4,1,0,2,2,20,2,2,2,0,4
1083241,1,9083241,3,2,1,2,2,1,2,3,1,,2,,2,,2,2,6,62000,359,2,0,19,16,2,2,2,2,21,5,2,8,6,16
1083269,1,9083269,1,2,1,3,2,1,2,2,1,,1,1,2,,2,2,6,62000,376,2,0,4,2,2,0,2,2,21,1,2,0,0,2
1083329,1,9083329,1,3,1,3,2,1,2,3,2,1,2,,2,,2,2,6,62000,397,2,0,5,2,2,0,2,1,22,1,1,1,0,2
1083332,1,9083332,1,3,2,2,2,1,2,4,1,,2,,2,,2,2,6,62000,390,2,0,27,23,1,2,2,2,22,1,2,12,9,23
1083339,1,9083339,3,3,2,3,2,1,2,3,2,1,2,,2,,2,2,6,62000,376,2,0,14,11,1,1,2,2,22,1,2,8,1,11
1083342,1,9083342,1,3,1,3,2,1,2,2,2,0,2,,2,,2,2,6,62000,370,1,0,19,17,1,0,1,2,22,2,0,16,1,17
1083354,1,9083354,1,2,1,3,2,1,2,2,1,,2,,2,,2,2,6,62000,380,2,0,2,0,2,0,2,1,22,5,0,0,0,0
1083374,1,9083374,1,2,1,2,2,1,2,3,1,,2,,2,,2,2,6,62000,391,2,0,11,8,2,1,2,1,22,2,2,4,2,8
1083396,1,9083396,3,2,1,3,1,1,2,5,2,0,2,,2,,98,2,6,62000,358,2,0,50,45,2,3,2,2,22,4,8,21,16,44
1083403,1,9083403,3,2,1,3,2,1,2,5,1,,2,,2,,2,2,6,62000,373,2,0,35,30,1,2,2,2,23,5,4,22,4,30
1083448,1,9083448,1,2,1,3,2,1,2,2,1,,2,,2,,2,2,6,62000,391,2,0,6,4,2,0,2,2,23,2,4,0,0,4
1083452,1,9083452,3,3,1,3,2,1,2,3,1,,2,,2,,2,2,6,62000,392,2,0,15,12,1,0,2,2,23,3,0,4,8,12
1083483,1,9083483,1,2,1,1,2,1,2,3,2,1,2,,2,,2,2,6,62000,387,2,0,10,7,2,1,2,2,23,5,4,2,1,7
1083486,1,9083486,8,2,3,3,1,1,2,2,1,,2,,2,,2,2,6,62000,391,2,0,7,5,2,0,2,2,23,2,4,0,1,5
1083488,1,9083488,2,2,1,3,2,1,2,2,1,,1,1,2,,2,2,6,62000,385,2,0,11,9,0,0,1,2,22,3,0,8,1,9
1083492,1,9083492,3,3,1,3,2,1,2,4,1,,2,,2,,2,2,6,62000,398,2,0,24,20,3,2,2,2,23,2,4,12,4,20
1083522,1,9083522,2,2,1,3,2,1,2,2,1,,2,,2,,2,2,6,62000,384,2,0,16,14,0,0,2,2,23,2,0,4,10,14
1083534,1,9083534,1,2,1,3,2,1,2,5,1,,2,,2,,2,2,6,62000,387,2,0,21,16,1,2,2,2,23,5,2,12,2,16
1083537,1,9083537,3,2,1,3,2,1,2,2,1,,2,,2,,2,2,6,62000,363,2,0,19,17,2,0,2,2,23,2,6,8,3,16
1083543,1,9083543,1,2,1,3,2,1,2,1,2,1,2,,2,,2,2,6,62000,370,2,0,3,2,0,0,2,1,23,2,0,2,0,2
1083556,1,9083556,3,2,1,3,2,1,2,4,1,,1,1,2,,2,2,6,62000,358,2,0,25,21,2,2,2,2,23,4,2,14,5,21
1083577,1,9083577,1,2,2,3,1,1,2,2,1,,2,,2,,2,2,6,62000,393,2,0,8,6,0,0,2,2,23,4,0,4,2,6
1083632,1,9083632,8,2,1,3,2,1,2,1,2,1,2,,2,,2,2,6,62000,391,2,0,5,4,1,0,2,2,24,2,3,1,0,4
1083647,1,9083647,1,3,1,3,2,1,2,5,1,,2,,2,,2,2,6,62000,369,2,0,27,22,3,3,2,2,25,1,4,14,4,20
1083648,1,9083648,1,3,1,3,2,1,2,4,1,,2,,2,,2,2,6,62000,405,2,0,20,16,2,1,2,2,25,2,3,5,8,16
1083682,1,9083682,3,2,2,2,1,1,2,6,2,0,2,,2,,2,2,6,62000,355,2,0,18,12,3,1,2,2,25,1,6,6,0,4
1083683,1,9083683,2,2,1,3,2,1,2,3,1,,2,,2,,2,2,6,62000,390,2,0,17,14,3,2,2,2,25,1,4,6,4,14
1083784,1,9083784,3,2,1,3,2,1,2,2,1,,2,,2,,2,2,6,62000,380,2,0,7,5,2,0,2,2,26,5,3,1,1,5
1083836,1,9083836,8,1,1,3,2,1,2,1,1,,1,1,2,,2,2,6,62000,386,2,0,7,6,1,0,2,2,27,4,0,2,4,6
1083858,1,9083858,1,2,1,3,2,1,2,6,2,0,2,,2,,2,2,6,62000,369,2,0,21,15,2,4,2,2,27,1,2,10,3,15
1083900,1,9083900,3,2,1,3,2,1,2,2,1,,2,,2,,2,2,6,62000,358,2,0,19,17,2,0,1,2,25,4,4,4,9,17
1083903,1,9083903,1,2,1,2,2,1,2,6,1,,2,,2,,2,2,6,62000,369,2,0,50,44,2,4,2,1,29,1,3,35,6,44
1083924,1,9083924,1,1,3,3,1,1,2,1,1,,2,,2,,2,2,6,62000,365,2,0,3,2,1,0,2,2,29,4,2,0,0,2
1084034,1,9084034,8,3,1,3,2,1,2,3,1,,2,,2,,2,2,6,62000,365,2,0,14,11,1,1,2,2,46,4,2,4,5,9
1084045,1,9084045,8,2,1,3,2,1,2,1,1,,1,1,2,,2,2,6,62000,398,2,0,3,2,0,0,2,2,30,2,0,2,0,2
1084048,1,9084048,1,2,1,3,2,1,2,2,1,,2,,2,,2,2,6,62000,392,2,0,2,0,1,0,2,2,30,3,0,0,0,0
1084100,1,9084100,3,1,2,3,2,1,2,2,1,,2,,2,,2,2,6,62000,362,2,0,13,11,2,1,2,1,31,1,2,4,5,6
1084101,1,9084101,3,2,2,3,2,1,2,1,1,,2,,2,,2,2,6,62000,362,2,0,6,5,0,0,1,2,31,1,0,4,1,5
1084112,1,9084112,3,1,3,3,1,1,2,1,1,,2,,2,,2,2,6,62000,378,2,0,3,2,0,0,2,2,31,3,0,2,0,2
1084132,1,9084132,1,2,1,3,2,1,2,2,2,0,2,,2,,2,2,6,62000,377,2,0,4,2,1,0,1,2,35,2,2,0,0,2
1084137,1,9084137,1,2,1,3,2,1,2,2,2,0,2,,2,,2,2,6,62000,365,2,0,7,5,1,0,2,1,31,4,1,3,1,5
1084152,1,9084152,1,2,1,3,2,1,2,4,1,,2,,2,,2,2,6,62000,385,2,0,22,18,2,2,2,2,30,3,4,10,4,18
1084157,1,9084157,1,2,1,3,2,1,2,1,2,0,2,,2,,2,2,6,62000,398,2,0,5,4,1,0,2,2,32,2,0,2,2,4
1084187,1,9084187,1,2,1,3,2,1,2,2,2,0,1,1,2,,2,2,6,62000,378,2,0,15,13,2,0,1,2,32,3,4,6,3,13
1084208,1,9084208,1,3,2,3,2,1,2,3,1,,2,,2,,2,2,6,62000,392,2,0,13,10,2,0,2,2,32,3,2,6,2,9
1084244,1,9084244,3,1,1,3,2,1,2,2,1,,2,,2,,2,2,6,62000,352,1,0,15,13,1,1,2,2,32,5,1,5,7,13
1084269,1,9084269,8,3,1,2,2,1,2,1,3,1,2,,2,,1,2,6,62000,399,1,0,5,4,1,0,2,2,32,3,2,2,0,4
1084304,1,9084304,1,3,1,2,2,1,2,4,2,0,2,,2,,2,2,6,62000,393,2,0,14,10,4,0,2,1,32,4,8,2,0,10
1084312,1,9084312,1,2,1,3,2,1,2,3,1,,2,,2,,2,2,6,62000,387,2,0,17,14,3,0,2,2,32,5,3,4,7,12
1084391,1,9084391,2,2,3,2,1,1,2,2,1,,2,,2,,2,2,6,62000,393,2,0,13,11,2,0,2,2,33,4,2,2,7,11
1084405,1,9084405,3,2,1,3,2,1,2,2,2,1,2,,2,,2,2,6,62000,419,2,0,9,7,1,0,2,1,33,2,2,0,5,7
1084407,1,9084407,2,2,1,3,2,1,2,2,3,1,2,,2,,2,2,6,62000,390,2,0,12,10,2,1,2,2,33,1,4,2,4,10
1084409,1,9084409,3,1,1,1,1,1,2,1,1,,2,,2,,2,2,6,62000,358,2,0,11,10,1,0,2,2,33,4,3,3,4,7
1084423,1,9084423,2,2,1,3,2,1,2,4,1,,2,,2,,2,2,6,62000,384,2,0,18,14,3,2,1,2,33,2,2,11,1,9
1084435,1,9084435,3,1,1,3,2,1,2,2,1,,2,,2,,2,2,6,62000,376,2,0,6,4,0,0,2,2,33,1,0,2,2,4
1084437,1,9084437,3,2,2,2,2,1,2,3,1,,2,,2,,2,2,6,62000,355,2,0,7,4,2,0,2,2,33,1,3,0,1,4
1084442,1,9084442,1,1,3,3,1,1,2,1,1,,2,,2,,2,2,6,62000,366,2,0,8,7,0,0,2,2,34,5,0,4,3,7
1084445,1,9084445,2,2,1,3,2,1,2,4,2,1,2,,2,,2,2,6,62000,365,2,2,8,4,2,1,2,2,34,4,4,0,0,4
1084457,1,9084457,1,1,1,3,2,1,2,1,1,,2,,2,,2,2,6,62000,390,2,0,5,4,1,0,2,2,34,1,1,0,3,4
1084490,1,9084490,1,3,1,3,2,1,2,1,2,1,2,,2,,2,2,6,62000,401,2,0,1,0,1,0,2,2,34,5,0,0,0,0
1084588,1,9084588,2,1,1,3,2,1,2,3,2,1,2,,2,,2,2,6,62000,370,2,0,11,8,1,1,2,2,34,2,0,8,0,8
1084592,1,9084592,1,1,1,2,2,1,2,2,1,,2,,2,,2,2,6,62000,420,2,0,16,14,1,1,2,2,34,3,0,4,10,14
1084627,1,9084627,1,2,1,3,2,1,2,2,1,,2,,2,,2,2,6,62000,390,2,0,10,8,2,0,2,2,34,1,4,0,4,8
1084657,1,9084657,8,1,2,3,2,1,2,2,1,,1,1,2,,2,2,6,62000,398,2,0,7,5,2,0,1,2,35,2,3,1,1,5
1084686,1,9084686,1,2,1,3,2,1,2,3,1,,2,,2,,2,2,6,62000,399,2,0,16,13,3,0,2,2,35,3,2,9,2,13
1084728,1,9084728,2,2,1,3,2,1,2,5,2,1,2,,2,,2,2,6,62000,390,2,0,22,17,2,3,2,2,35,1,3,14,0,16
1084796,1,9084796,1,2,2,3,2,1,2,2,4,1,1,1,2,,2,2,6,62000,386,2,0,13,11,2,0,2,1,35,4,2,6,3,11
1084798,1,9084798,2,2,1,3,2,1,2,2,1,,2,,2,,2,2,6,62000,387,1,0,4,2,2,0,2,2,35,5,2,0,0,2
1084809,1,9084809,1,2,1,3,2,1,2,2,1,,1,1,2,,2,2,6,62000,390,2,0,11,9,1,1,2,2,36,1,0,6,3,9
1084820,1,9084820,2,2,2,3,2,1,2,5,1,,1,1,2,,2,2,6,62000,371,2,0,21,16,3,2,2,2,36,3,4,7,5,13
1084839,1,9084839,3,2,1,3,2,1,2,3,1,,2,,2,,2,2,6,62000,352,2,0,9,6,1,0,2,1,36,5,2,4,0,6
1084866,1,9084866,1,2,1,3,2,1,2,3,1,,2,,2,,2,2,6,62000,370,2,0,20,17,1,1,2,2,36,2,1,15,1,17
1084881,1,9084881,1,2,1,3,2,1,2,2,2,0,2,,2,,2,2,6,62000,379,2,0,14,12,2,0,2,2,36,4,0,4,8,12
1084900,1,9084900,1,3,1,3,2,1,2,3,2,0,2,,2,,2,2,6,62000,369,2,0,7,4,1,0,2,2,21,1,2,2,0,4
1084908,1,9084908,3,2,1,3,2,1,2,3,1,,1,1,2,,2,2,6,62000,355,2,0,15,12,1,0,2,2,36,1,2,8,2,12
1084910,1,9084910,1,3,1,3,2,1,2,2,1,,2,,2,,99,2,6,62000,390,2,0,10,8,2,0,2,2,36,1,3,3,2,8
1084912,1,9084912,2,2,1,1,2,1,2,4,4,1,2,,2,,2,2,6,62000,391,2,0,25,21,2,2,1,2,36,2,2,14,5,15
1084920,1,9084920,8,2,1,2,2,1,2,2,2,1,2,,2,,2,2,6,62000,370,1,0,7,5,2,0,2,2,36,2,3,1,1,5
1084939,1,9084939,8,2,1,3,2,1,2,2,1,,2,,2,,2,2,6,62000,391,2,0,10,8,1,0,2,2,37,2,2,2,4,8
1084948,1,9084948,2,2,1,2,2,1,2,5,1,,2,,2,,2,2,6,62000,433,2,0,15,10,2,3,2,2,37,2,4,6,0,10
1084952,1,9084952,1,3,1,3,2,1,2,3,1,,2,,2,,2,2,6,62000,390,2,0,13,10,2,1,2,2,37,1,2,6,2,10
1084964,1,9084964,1,3,1,2,2,1,2,2,2,1,2,,2,,2,2,6,62000,394,2,0,10,8,2,0,2,2,37,5,5,3,0,8
1084967,1,9084967,3,2,2,2,2,1,2,2,1,,2,,2,,2,2,6,62000,393,2,0,15,13,1,0,2,2,37,4,1,9,3,13
1085005,1,9085005,3,3,1,3,2,1,2,3,1,,2,,2,,2,2,6,62000,398,2,0,15,12,2,1,2,2,37,2,2,4,6,12
1085052,1,9085052,2,1,3,3,2,1,2,1,1,,2,,2,,2,2,6,62000,387,2,0,1,0,0,0,2,2,30,5,0,0,0,0
1085064,1,9085064,3,2,1,3,2,1,2,3,1,,2,,2,,2,2,6,62000,373,2,0,22,19,2,1,2,2,37,5,3,9,7,19
1085087,1,9085087,1,1,3,2,1,1,2,1,1,,1,1,2,,2,2,6,62000,391,2,0,5,4,1,0,1,2,37,2,2,2,0,4
1085112,1,9085112,1,3,1,3,2,1,2,2,1,,2,,2,,2,2,6,62000,385,2,0,17,15,1,0,2,2,37,3,1,7,7,15
1085146,1,9085146,1,3,1,3,2,1,2,1,1,,2,,2,,2,2,6,62000,372,2,0,6,5,1,0,2,2,40,4,2,0,3,5
1085155,1,9085155,3,2,1,2,2,1,2,2,1,,2,,2,,2,2,6,62000,369,2,0,7,5,2,0,2,2,38,1,3,1,1,5
1085157,1,9085157,3,2,1,3,2,2,2,2,1,,2,,2,,2,2,6,62000,405,2,0,7,5,2,0,2,1,38,2,3,1,1,5
1085217,1,9085217,1,3,1,3,2,1,2,4,1,,2,,2,,2,2,6,62000,390,2,0,22,18,4,1,2,2,39,1,6,7,5,14
1085223,1,9085223,1,3,2,3,2,1,2,2,1,,2,,2,,2,2,6,62000,387,2,0,8,6,2,0,2,2,39,5,2,1,3,6
1085238,1,9085238,1,4,1,3,2,1,2,3,2,0,1,1,2,,2,2,6,62000,390,2,0,5,2,1,1,2,2,39,1,2,0,0,2
1085244,1,9085244,2,2,1,3,2,1,2,4,2,0,2,,2,,2,2,6,62000,376,2,0,18,14,2,2,2,2,21,1,2,6,6,14
1085268,1,9085268,3,4,1,3,2,1,2,4,2,1,2,,2,,2,2,6,62000,435,2,0,13,9,2,2,1,2,39,4,3,5,1,9
1085270,1,9085270,1,2,1,3,2,1,2,2,1,,2,,2,,2,2,6,62000,369,2,0,6,4,1,0,2,2,39,1,2,2,0,2
1085301,1,9085301,8,2,1,3,2,1,2,2,1,,2,,2,,2,2,6,62000,370,2,0,9,7,2,0,2,2,40,2,2,2,3,7
1085325,1,9085325,2,2,1,3,2,1,2,2,1,,2,,2,,2,2,6,62000,370,2,0,8,6,2,0,2,2,40,2,4,1,1,4
1085327,1,9085327,1,4,1,3,2,1,2,4,1,,2,,2,,2,2,6,62000,369,2,0,17,13,4,1,2,2,40,1,4,6,3,13
1085329,1,9085329,2,5,1,3,2,1,2,3,2,1,2,,2,,2,2,6,62000,369,2,0,20,17,3,1,2,2,40,1,1,9,7,17
1085335,1,9085335,3,2,5,3,2,1,2,2,1,,2,,2,,2,2,6,62000,370,2,0,8,6,2,0,2,2,40,2,3,1,2,6
1085377,1,9085377,3,2,2,3,2,1,2,2,2,0,2,,2,,2,2,6,62000,359,2,0,9,7,2,0,2,1,42,5,1,6,0,7
1085404,1,9085404,3,2,1,3,2,1,2,2,1,,2,,2,,2,2,6,62000,370,2,0,8,6,2,0,2,2,42,2,6,0,0,6
1085424,1,9085424,1,4,1,3,2,1,2,5,2,0,2,,2,,2,2,6,62000,369,2,0,19,14,4,2,2,1,42,1,6,8,0,14
1085426,1,9085426,1,3,2,2,2,1,2,3,1,,2,,2,,2,2,6,62000,387,2,0,24,21,2,1,2,2,42,5,3,11,7,21
1085440,1,9085440,3,3,1,1,2,1,2,4,1,,2,,2,,2,2,6,62000,362,2,0,19,15,2,2,2,2,42,1,3,5,7,15
1085447,1,9085447,3,2,1,3,2,2,2,4,1,,1,1,2,,2,2,6,62000,400,2,0,12,8,2,2,2,2,42,4,4,4,0,8
1085458,1,9085458,1,4,1,3,2,1,2,4,2,1,2,,2,,2,2,6,62000,387,2,0,12,8,3,2,2,2,42,5,8,0,0,8
1085489,1,9085489,1,3,1,3,2,1,2,4,2,0,2,,2,,2,2,6,62000,391,2,0,15,11,2,1,2,2,46,2,4,6,1,11
1085500,1,9085500,1,4,1,3,2,1,2,5,2,0,2,,2,,2,2,6,62000,369,2,0,21,16,3,2,2,2,44,1,6,10,0,16
1085503,1,9085503,3,1,2,3,1,1,2,2,2,0,2,,2,,2,2,6,62000,399,2,0,5,3,1,0,2,2,43,3,1,1,1,3
1085507,1,9085507,2,1,1,2,2,1,2,2,2,1,2,,2,,2,2,6,62000,376,2,0,2,0,0,0,2,2,43,1,0,0,0,0
1085514,1,9085514,2,2,1,3,2,1,2,5,1,,2,,2,,2,2,6,62000,392,2,0,25,20,2,3,2,2,43,3,4,14,2,20
1085542,1,9085542,3,1,1,3,2,1,2,2,1,,2,,2,,2,2,6,62000,377,2,0,6,4,1,0,2,2,43,2,2,2,0,2
1085554,1,9085554,8,1,1,2,2,1,2,2,1,,1,1,2,,2,2,6,62000,394,2,0,16,14,2,0,2,2,43,5,4,6,4,12
1085580,1,9085580,2,1,1,2,2,1,2,4,1,,2,,2,,2,2,6,62000,369,2,0,20,16,1,3,2,2,43,1,0,8,8,16
1085605,1,9085605,2,1,1,3,2,1,2,4,1,,2,,2,,2,2,6,62000,378,2,0,19,15,0,3,2,2,44,3,0,10,5,12
1085608,1,9085608,1,3,1,3,2,1,2,5,2,1,2,,2,,2,2,6,62000,371,2,0,36,31,2,3,2,2,44,3,6,14,11,29
1085612,1,9085612,3,4,1,2,2,1,2,5,1,,2,,2,,2,2,6,62000,358,2,0,20,15,1,2,2,2,44,4,2,8,5,15
1085616,1,9085616,8,1,2,3,2,1,2,3,1,,2,,2,,2,2,6,62000,393,2,0,11,8,1,2,2,2,44,4,2,6,0,8
1085692,1,9085692,2,2,1,2,2,1,2,5,2,1,2,,2,,2,2,6,62000,400,2,0,42,37,1,3,2,2,46,4,1,23,13,37
1085720,1,9085720,3,1,1,2,2,1,2,1,1,,2,,2,,2,2,6,62000,358,2,0,3,2,1,0,2,2,46,4,0,2,0,2
1085760,1,9085760,8,3,1,2,2,1,2,4,3,1,2,,2,,2,2,6,62000,398,2,0,4,0,1,0,2,2,46,2,0,0,0,0
1085778,1,9085778,3,1,3,3,2,1,2,1,1,,2,,2,,2,2,6,62000,394,2,0,4,3,1,0,2,2,46,5,1,1,1,3
1085896,1,9085896,3,2,1,3,2,1,2,3,2,1,1,1,2,,2,2,6,62000,369,2,0,10,7,2,1,2,2,46,1,3,3,1,7
1085991,1,9085991,1,2,3,3,1,1,2,1,1,,2,,2,,2,2,6,62000,390,2,0,1,0,1,0,2,1,48,1,0,0,0,0
1085998,1,9085998,1,2,3,2,1,1,2,2,2,1,2,,2,,1,2,6,62000,418,2,0,5,3,2,0,2,2,48,1,1,1,1,3
1086075,1,9086075,1,2,2,3,2,1,2,3,3,1,2,,2,,2,2,6,62000,369,2,0,16,13,3,2,2,2,49,1,1,11,1,13
1086080,1,9086080,1,2,1,3,2,1,2,4,2,1,2,,2,,2,2,6,62000,370,2,0,27,23,2,2,2,2,49,2,3,11,9,19
1086113,1,9086113,3,1,3,2,1,1,2,1,1,,2,,2,,2,2,6,62000,377,2,0,3,2,1,0,2,2,48,2,2,0,0,2
1086142,1,9086142,1,2,1,3,2,1,2,2,2,1,1,1,2,,2,2,6,62000,394,2,0,6,4,1,0,2,2,49,5,2,2,0,4
1086158,1,9086158,1,2,1,3,2,1,2,2,1,,2,,2,,2,2,6,62000,441,2,0,24,22,0,0,2,2,49,3,0,12,10,22
1086185,1,9086185,1,3,1,3,2,1,2,3,2,0,2,,2,,2,2,6,62000,370,2,0,10,7,1,1,2,2,50,2,4,2,1,7
1086193,1,9086193,8,2,1,2,2,1,2,3,1,,2,,2,,2,2,6,62000,393,2,0,11,8,2,2,2,1,50,4,2,4,2,8
1086230,1,9086230,3,1,2,3,1,1,2,1,2,1,2,,2,,2,2,6,62000,393,2,0,1,0,1,0,2,2,50,4,0,0,0,0
1086318,1,9086318,1,1,1,3,2,1,2,4,2,1,2,,2,,2,2,6,62000,386,2,0,22,18,2,1,2,2,47,4,2,14,2,18
1086371,1,9086371,1,1,1,3,2,1,2,1,2,0,2,,2,,2,2,6,62000,393,2,0,4,3,1,0,2,1,52,4,1,1,1,3
1086416,1,9086416,3,3,1,2,2,1,2,4,2,0,2,,2,,1,2,6,62000,358,2,0,28,24,3,2,2,2,52,4,2,12,10,24
1086525,1,9086525,2,1,1,3,2,1,2,1,2,1,2,,2,,2,2,6,62000,434,2,0,4,3,0,0,2,1,53,3,0,2,1,3
1086569,1,9086569,1,1,1,3,2,1,2,1,3,1,2,,2,,2,2,6,62000,369,1,0,4,3,1,0,2,1,53,1,2,1,0,1
1086577,1,9086577,3,1,1,3,2,1,2,1,1,,2,,2,,2,2,6,62000,363,2,1,9,8,1,0,2,2,53,2,2,4,2,6
1086581,1,9086581,1,2,1,3,2,1,2,3,1,,2,,2,,2,2,6,62000,380,2,0,9,6,0,0,2,2,53,5,1,4,1,6
1086582,1,9086582,8,2,1,3,2,1,2,2,1,,2,,2,,2,2,6,62000,387,2,0,14,12,0,0,2,2,53,5,0,10,2,12
1086632,1,9086632,3,3,1,3,2,1,2,2,1,,2,,2,,2,2,6,62000,377,2,0,8,6,1,0,2,2,54,2,0,6,0,6
1086723,1,9086723,1,1,1,3,2,1,2,2,1,,2,,2,,2,2,6,62000,393,2,0,11,9,2,0,2,1,54,4,2,2,5,9
1086727,1,9086727,1,2,1,3,2,1,2,4,1,,2,,2,,2,2,6,62000,404,2,0,15,11,2,2,2,2,54,1,0,8,3,11
1086816,1,9086816,3,2,2,2,2,1,2,2,1,,2,,2,,2,2,6,62000,355,2,0,2,0,0,0,1,1,55,1,0,0,0,0
1086838,1,9086838,2,2,3,1,1,1,2,1,1,,1,1,2,,2,2,6,62000,392,2,0,3,2,1,0,2,2,56,3,2,0,0,2
1086863,1,9086863,1,2,1,3,2,1,2,4,2,1,1,1,2,,3,2,6,62000,393,2,0,26,22,2,2,2,2,56,4,3,15,4,22
1086873,1,9086873,1,2,1,3,2,1,2,4,1,,2,,2,,4,2,6,62000,378,2,0,20,16,1,1,2,2,56,3,2,14,0,16
1086875,1,9086875,1,2,1,3,2,1,2,2,1,,2,,2,,5,2,6,62000,370,2,0,8,6,0,0,2,2,56,2,0,4,2,6
1086878,1,9086878,3,2,2,1,2,1,2,4,1,,2,,2,,2,2,6,62000,363,2,0,18,14,1,2,2,1,56,2,3,7,4,9
1086908,1,9086908,2,2,3,3,2,1,2,2,1,,2,,2,,2,2,6,62000,414,2,0,8,6,2,0,2,1,56,4,1,3,2,6
1086909,1,9086909,3,3,1,3,2,1,2,2,3,1,1,1,2,,2,2,6,62000,363,2,0,10,8,2,0,2,2,56,2,2,6,0,8
1086944,1,9086944,2,3,1,3,2,1,2,2,2,1,2,,2,,2,2,6,62000,370,2,0,2,0,2,0,2,2,57,2,0,0,0,0
1086954,1,9086954,8,2,1,3,2,1,2,3,2,1,2,,2,,2,2,6,62000,384,2,0,7,4,1,0,2,2,57,2,2,2,0,4
1086999,1,9086999,1,3,1,3,2,1,2,4,1,,2,,2,,2,2,6,62000,387,2,0,22,18,1,2,2,2,58,5,0,14,4,14
1087017,1,9087017,3,1,2,3,2,1,2,1,1,,2,,2,,2,2,6,62000,373,2,0,7,6,1,0,1,2,58,5,1,1,4,6
1087029,1,9087029,2,2,1,3,2,1,2,3,3,1,2,,2,,1,2,6,62000,384,2,0,17,14,3,0,2,2,58,2,6,4,4,14
1087075,1,9087075,3,2,1,3,2,1,2,2,2,0,2,,2,,1,2,6,62000,366,2,0,9,7,1,0,2,2,58,5,1,3,3,7
1087190,1,9087190,3,2,1,2,2,1,2,3,1,,2,,2,,2,2,6,62000,359,2,0,22,19,1,0,2,2,58,5,1,11,7,19
1087214,1,9087214,3,2,2,3,2,1,2,2,2,0,2,,2,,2,2,6,62000,434,2,0,4,2,1,0,2,2,59,3,2,0,0,2
1087217,1,9087217,3,2,1,3,2,1,2,2,2,1,2,,2,,2,2,6,62000,407,2,0,9,7,1,0,2,2,59,4,1,4,2,7
1087222,1,9087222,1,1,1,3,2,1,2,1,1,,2,,2,,2,2,6,62000,397,2,0,3,2,1,0,2,1,59,1,0,2,0,2
1087273,1,9087273,8,2,1,3,2,1,2,2,1,,2,,2,,1,2,6,62000,413,2,0,4,2,1,0,1,2,59,3,2,0,0,2
1087276,1,9087276,1,3,1,3,2,1,2,5,3,0,2,,2,,1,2,6,62000,398,2,0,26,21,2,3,2,2,59,2,0,16,5,20
1087299,1,9087299,2,2,1,2,2,1,2,2,2,1,2,,2,,2,2,6,62000,443,2,0,9,7,1,2,2,2,59,5,0,4,3,6
1087302,1,9087302,1,4,1,3,2,1,2,2,2,0,2,,2,,1,2,6,62000,420,1,0,9,7,2,0,2,1,59,3,3,1,3,7
1087303,1,9087303,1,3,1,3,2,1,2,2,2,1,2,,2,,2,2,6,62000,434,2,0,16,14,2,0,2,2,59,3,4,4,6,14
1087365,1,9087365,2,4,1,2,2,1,2,2,1,,2,,2,,2,2,6,62000,398,2,0,4,2,1,0,2,2,59,2,2,0,0,2
1087415,1,9087415,2,2,1,3,2,1,2,5,1,,2,,2,,2,2,6,62000,392,2,0,33,28,2,3,2,2,59,3,4,18,6,28
1087435,1,9087435,1,1,1,3,2,1,2,1,1,,2,,2,,2,2,6,62000,398,2,0,5,4,1,0,2,2,59,2,0,4,0,4
1087508,1,9087508,1,2,1,3,2,1,2,3,2,1,1,1,2,,2,2,6,62000,394,2,0,13,10,2,1,2,2,59,5,4,5,1,10
1087530,1,9087530,8,2,1,3,2,1,2,2,1,,2,,2,,2,2,6,62000,398,2,0,4,2,1,0,2,2,59,2,2,0,0,2
1087540,1,9087540,1,4,1,3,2,1,2,4,2,1,2,,2,,2,2,6,62000,372,2,0,10,6,3,1,2,2,59,4,6,0,0,6
1087569,1,9087569,2,3,1,2,2,1,2,1,1,,2,,2,,2,2,6,62000,370,2,0,7,6,1,0,2,2,60,2,0,2,4,6
1087670,1,9087670,3,3,1,3,2,1,2,3,1,,1,1,2,,2,2,6,62000,351,2,0,11,8,2,1,2,2,60,4,2,4,2,8
1087723,1,9087723,8,2,1,3,2,1,2,1,1,,2,,2,,2,2,6,62000,400,2,0,5,4,1,0,1,2,61,4,4,0,0,4
1087803,1,9087803,3,1,3,3,1,1,2,3,1,,2,,2,,1,2,6,62000,366,2,0,14,11,1,2,2,2,63,5,0,6,5,10
1087812,1,9087812,1,2,1,3,2,1,2,3,1,,2,,2,,2,2,6,62000,434,2,0,19,16,0,0,2,2,63,3,0,16,0,16
