SAMPN,LISTD,HADDR,ADVLT,TOTVEH,DWELL,YRMOV,RENT,DIARY,ENGL,HHSIZE,NPHON,NFAX,NOPHO,PHSER,SHPHN,SHNUM,ETHNC,INCLV,INCOM,INCOME,ASSN,DPHON,NVIST,NPLAC,NTRIPS,NOWRK,NOSTU,OWNSH,EACCT,CPA,DAYOFWK,HBW,HBO,NHB,MOTTRIP
1081022,1,9081022,2,1,2,3,2,1,2,1,1,,2,,2,,1,1,4,30000,373,2,0,3,2,0,0,2,2,5,5,0,2,0,2
1081024,1,9081024,2,1,1,3,2,1,2,2,1,,2,,2,,1,1,4,30000,373,2,0,4,2,1,0,2,2,6,5,0,2,0,2
1081066,1,9081066,1,1,2,3,2,1,2,1,1,,2,,2,,2,1,4,30000,373,2,0,1,0,1,0,2,2,7,5,0,0,0,0
1081123,1,9081123,1,0,2,3,2,1,2,2,1,,1,1,2,,2,1,4,30000,373,2,0,8,6,1,0,2,2,7,5,4,2,0,0
1081187,1,9081187,8,1,3,2,1,1,1,1,1,,2,,2,,2,1,4,30000,400,2,0,4,3,0,0,2,2,9,4,0,2,1,3
1081326,1,9081326,3,0,1,2,1,1,2,2,1,,1,1,2,,1,1,4,30000,392,2,0,10,8,1,1,2,2,10,3,1,3,4,4
1081446,1,9081446,8,2,2,3,2,1,2,3,1,,2,,2,,2,1,4,30000,426,2,0,3,0,1,0,1,2,11,2,0,0,0,0
1081484,1,9081484,8,0,2,2,2,1,2,3,1,,2,,2,,2,1,4,30000,420,2,0,8,5,1,2,2,2,11,3,2,2,1,5
1081500,1,9081500,1,1,3,2,1,1,2,2,1,,2,,2,,1,1,4,30000,386,2,0,4,2,0,0,2,2,11,4,0,2,0,2
1081743,1,9081743,2,2,1,3,2,1,2,2,1,,1,1,2,,2,1,4,30000,371,2,0,2,0,1,0,2,2,12,3,0,0,0,0
1081786,1,9081786,1,1,1,3,2,1,2,2,1,,2,,2,,2,1,4,30000,385,2,0,14,12,0,0,2,2,12,3,0,4,8,12
1081838,1,9081838,2,1,1,3,2,1,2,5,1,,2,,2,,2,1,4,30000,384,2,0,13,8,2,2,2,2,13,2,4,4,0,4
1081865,1,9081865,1,3,3,1,1,1,2,2,1,,2,,2,,1,1,4,30000,393,2,0,11,9,2,1,2,2,13,4,2,4,3,9
1081895,1,9081895,1,2,1,3,2,1,2,2,1,,2,,2,,2,1,4,30000,380,2,0,8,6,0,0,2,2,13,5,0,6,0,6
1081924,1,9081924,1,1,1,3,2,1,2,2,1,,2,,2,,2,1,4,30000,384,2,0,7,5,0,0,2,2,13,2,0,4,1,5
1082008,1,9082008,1,0,3,3,2,1,2,1,1,,2,,2,,1,1,4,30000,384,2,0,5,4,0,0,2,2,13,2,0,4,0,4
1082035,1,9082035,1,2,2,2,2,1,2,6,1,,2,,2,,2,1,4,30000,442,2,0,25,19,1,2,2,2,14,4,2,12,5,19
1082052,1,9082052,8,5,1,1,1,1,2,1,3,0,1,1,2,,2,1,4,30000,377,2,0,3,2,1,0,2,2,14,2,2,0,0,2
1082057,1,9082057,1,1,1,3,2,1,2,1,1,,1,1,2,,2,1,4,30000,385,2,0,5,4,1,0,2,2,14,3,2,2,0,4
1082066,1,9082066,3,1,2,3,2,1,2,2,1,,2,,2,,2,1,4,30000,358,2,0,4,2,0,0,1,2,14,4,0,2,0,2
1082083,1,9082083,8,1,1,3,2,1,2,2,1,,2,,2,,2,1,4,30000,394,2,0,12,10,0,0,2,2,14,5,0,10,0,6
1082176,1,9082176,2,2,1,3,2,1,2,2,1,,2,,2,,2,1,4,30000,384,2,0,26,24,2,0,2,2,14,2,5,11,8,24
1082242,1,9082242,1,1,1,3,2,1,2,1,1,,2,,2,,2,1,4,30000,365,2,0,4,3,1,0,2,2,14,4,1,1,1,3
1082255,1,9082255,2,1,3,2,1,1,2,1,1,,2,,2,,2,1,4,30000,386,2,0,10,9,1,1,2,1,15,4,0,6,3,8
1082283,1,9082283,3,0,3,3,1,1,2,1,1,,2,,2,,2,1,4,30000,435,2,0,7,6,0,0,2,2,15,4,0,4,2,2
1082308,1,9082308,8,2,2,1,1,1,2,3,2,1,2,,2,,1,1,4,30000,390,2,0,9,6,3,2,2,1,15,1,2,4,0,6
1082357,1,9082357,1,3,1,3,2,1,2,1,2,0,2,,2,,2,1,4,30000,398,2,0,3,2,1,0,2,2,15,2,2,0,0,2
1082387,1,9082387,3,0,1,3,2,1,2,2,1,,2,,2,,2,1,4,30000,392,2,0,2,0,1,0,2,2,15,3,0,0,0,0
1082410,1,9082410,1,1,2,1,2,1,2,3,1,,2,,2,,3,1,4,30000,386,2,0,3,0,1,0,2,2,15,4,0,0,0,0
1082483,1,9082483,1,2,1,2,2,1,2,5,3,0,2,,2,,2,1,4,30000,386,2,0,20,15,2,3,2,2,15,4,2,8,5,15
1082490,1,9082490,1,1,2,2,2,1,2,1,1,,2,,2,,2,1,4,30000,413,2,0,4,3,1,0,2,2,15,3,1,1,1,3
1082575,1,9082575,8,2,1,1,1,1,2,4,1,,2,,1,2,2,1,4,30000,397,2,0,17,13,1,2,2,2,15,1,1,9,3,11
1082658,1,9082658,1,1,1,3,2,1,2,1,1,,2,,2,,2,1,4,30000,385,2,0,3,2,0,0,2,2,16,3,0,2,0,2
1082852,1,9082852,1,1,1,3,2,1,2,1,1,,2,,2,,2,1,4,30000,380,2,0,8,7,0,0,2,2,17,5,0,4,3,7
1082970,1,9082970,3,1,2,3,1,1,2,1,1,,2,,2,,2,1,4,30000,359,2,0,3,2,0,0,2,2,19,5,0,2,0,2
1083292,1,9083292,3,3,1,3,2,2,2,3,1,,2,,2,,2,1,4,30000,364,2,0,9,6,2,0,2,2,26,3,2,2,2,6
1083313,1,9083313,3,1,1,3,2,1,2,1,2,1,2,,2,,2,1,4,30000,363,2,0,1,0,1,0,2,2,26,2,0,0,0,0
1083614,1,9083614,1,2,1,3,2,1,2,2,1,,2,,2,,2,1,4,30000,373,2,0,2,0,0,0,2,2,18,5,0,0,0,0
1083670,1,9083670,1,2,3,3,2,1,2,2,1,,2,,2,,2,1,4,30000,434,2,0,8,6,2,0,2,2,25,3,4,2,0,6
1083691,1,9083691,3,1,1,3,2,1,2,2,1,,2,,2,,2,1,4,30000,359,2,1,11,9,1,0,2,2,25,5,3,5,1,7
1083801,1,9083801,3,1,1,2,1,1,2,1,1,,1,1,2,,2,1,4,30000,358,2,0,5,4,1,0,2,2,26,4,2,0,2,4
1083870,1,9083870,1,1,1,3,2,1,2,2,1,,2,,2,,2,1,4,30000,366,2,0,6,4,0,0,2,2,27,5,0,4,0,4
1083907,1,9083907,1,2,1,2,2,1,2,2,1,,1,1,2,,2,1,4,30000,365,2,0,10,8,1,1,2,2,29,4,0,6,2,5
1083925,1,9083925,3,1,5,3,2,2,2,2,1,,2,,2,,2,1,4,30000,371,2,0,6,4,0,1,2,2,29,3,0,4,0,4
1083997,1,9083997,1,1,2,3,2,1,2,1,1,,2,,2,,2,1,4,30000,384,2,0,5,4,1,0,2,2,46,2,4,0,0,4
1084376,1,9084376,1,1,3,2,1,1,2,1,1,,2,,2,,2,1,4,30000,398,2,0,10,9,1,0,2,2,33,2,0,2,7,9
1084502,1,9084502,1,1,2,3,2,1,2,2,1,,2,,2,,2,1,4,30000,398,2,0,10,8,1,1,2,2,16,2,2,6,0,8
1084748,1,9084748,2,1,3,1,1,1,2,1,1,,2,,2,,2,1,4,30000,392,2,0,3,2,1,0,2,2,34,3,2,0,0,2
1084821,1,9084821,1,1,1,3,2,1,2,1,1,,2,,2,,2,1,4,30000,419,2,0,4,3,0,0,2,2,36,2,0,2,1,3
1084824,1,9084824,3,2,2,2,1,1,2,4,1,,1,1,2,,2,1,4,30000,394,2,0,10,6,1,2,2,2,36,5,2,4,0,6
1084831,1,9084831,2,3,1,3,2,1,2,2,1,,1,2,2,,2,1,4,30000,390,2,0,4,2,1,0,2,2,36,1,2,0,0,2
1084886,1,9084886,3,3,1,2,2,1,2,3,1,,2,,2,,2,1,4,30000,405,2,0,8,5,2,0,2,2,20,2,3,2,0,5
1084907,1,9084907,2,1,1,1,1,1,2,3,1,,2,,2,,2,1,4,30000,387,2,0,8,5,1,1,2,2,36,5,0,5,0,5
1084921,1,9084921,3,1,2,3,2,1,2,1,1,,2,,2,,2,1,4,30000,364,2,0,4,3,1,0,2,2,36,3,0,2,1,3
1084977,1,9084977,3,1,3,3,2,1,2,1,2,0,2,,2,,2,1,4,30000,351,2,0,5,4,0,0,1,2,37,4,0,2,2,4
1084997,1,9084997,1,1,1,3,2,1,2,3,3,1,2,,2,,2,1,4,30000,394,1,0,20,17,1,2,2,1,37,5,0,16,1,12
1085057,1,9085057,8,0,3,3,1,1,2,2,1,,2,,2,,2,1,4,30000,390,2,0,7,5,1,0,2,2,37,1,0,4,1,1
1085145,1,9085145,2,2,1,3,2,1,2,2,1,,2,,2,,2,1,4,30000,373,2,0,13,11,1,0,2,2,38,5,0,8,3,9
1085151,1,9085151,1,4,1,3,2,1,2,3,2,0,2,,2,,2,1,4,30000,370,2,0,13,10,2,0,2,2,38,2,4,6,0,10
1085171,1,9085171,2,3,2,3,2,1,2,8,1,,2,,2,,2,1,4,30000,371,2,0,50,42,2,6,2,2,38,3,4,36,2,40
1085216,1,9085216,2,2,1,2,2,1,2,2,1,,2,,2,,2,1,4,30000,435,2,0,12,10,1,1,2,2,39,4,0,8,2,10
1085315,1,9085315,1,2,1,3,2,1,2,1,1,,2,,2,,2,1,4,30000,384,2,0,3,2,1,0,2,2,40,2,2,0,0,2
1085352,1,9085352,3,4,1,3,2,1,2,4,1,,2,,2,,2,1,4,30000,351,2,0,17,13,2,2,2,2,41,4,1,9,3,11
1085369,1,9085369,3,2,3,1,1,1,2,1,1,,2,,2,,2,1,4,30000,358,2,0,5,4,1,0,2,2,41,4,2,2,0,4
1085378,1,9085378,3,2,1,3,2,1,2,2,1,,2,,2,,2,1,4,30000,369,2,0,6,4,2,1,2,2,42,1,4,0,0,4
1085429,1,9085429,2,2,2,1,1,1,2,2,1,,2,,2,,2,1,4,30000,441,2,0,6,4,2,0,2,2,42,3,4,0,0,4
1085432,1,9085432,1,1,3,3,1,1,2,1,1,,2,,2,,2,1,4,30000,390,2,0,5,4,0,0,2,2,42,1,0,2,2,4
1085442,1,9085442,1,4,2,3,2,1,2,1,1,,2,,2,,2,1,4,30000,390,2,0,6,5,1,0,2,2,42,1,2,2,1,5
1085557,1,9085557,3,1,1,3,2,1,2,1,1,,2,,2,,2,1,4,30000,355,2,0,5,4,1,0,2,2,43,1,2,2,0,4
1085611,1,9085611,3,1,1,3,2,1,2,1,1,,2,,2,,2,1,4,30000,355,2,0,11,10,1,0,2,2,44,1,0,6,4,10
1085626,1,9085626,3,3,1,3,2,2,2,1,2,1,2,,2,,2,1,4,30000,386,2,0,5,4,1,1,2,1,34,4,0,4,0,2
1085726,1,9085726,3,2,1,1,2,1,2,4,1,,2,,2,,2,1,4,30000,419,2,0,22,18,2,1,2,2,48,2,2,8,8,18
1085805,1,9085805,1,1,1,3,2,1,2,1,1,,2,,2,,2,1,4,30000,369,2,0,9,8,0,0,2,2,30,1,0,4,4,8
1085820,1,9085820,3,1,3,3,2,1,2,2,1,,2,,2,,2,1,4,30000,362,2,0,10,8,1,1,2,2,46,1,0,4,4,8
1085886,1,9085886,3,1,2,2,2,1,2,1,1,,2,,2,,2,1,4,30000,363,2,0,10,9,0,0,2,1,47,2,0,6,3,9
1085929,1,9085929,2,1,2,3,2,1,2,1,1,,2,,2,,2,1,4,30000,369,2,0,5,4,1,0,2,2,48,1,2,2,0,2
1086060,1,9086060,2,1,2,3,2,1,2,2,1,,2,,2,,2,1,4,30000,369,2,0,10,8,1,0,2,2,48,1,2,4,2,8
1086118,1,9086118,8,1,3,2,1,1,2,1,1,,2,,2,,2,1,4,30000,376,2,0,6,5,1,0,2,2,49,1,1,1,3,3
1086119,1,9086119,1,1,1,3,2,1,2,1,2,0,2,,2,,2,1,4,30000,433,2,0,3,2,1,0,2,2,49,2,2,0,0,2
1086178,1,9086178,1,3,1,3,2,1,2,2,1,,2,,2,,2,1,4,30000,372,2,0,2,0,0,0,2,2,50,4,0,0,0,0
1086419,1,9086419,8,2,1,3,2,1,2,2,1,,1,1,2,,1,1,4,30000,370,2,0,10,8,1,0,1,2,52,2,0,2,6,8
1086433,1,9086433,1,0,3,2,1,1,2,1,1,,2,,2,,2,1,4,30000,372,2,0,4,3,0,0,2,2,52,4,0,2,1,2
1086445,1,9086445,2,1,2,3,2,1,2,1,1,,1,1,2,,1,1,4,30000,372,2,0,7,6,1,0,2,2,52,4,0,2,4,6
1086453,1,9086453,8,1,3,3,1,1,2,2,1,,2,,2,,2,1,4,30000,434,2,0,2,0,0,0,2,2,52,3,0,0,0,0
1086528,1,9086528,1,1,1,3,2,1,2,2,1,,2,,2,,2,1,4,30000,398,2,0,10,8,1,0,2,2,53,2,2,4,2,2
1086543,1,9086543,1,2,1,3,2,1,2,2,2,0,2,,2,,2,1,4,30000,370,2,0,5,3,0,0,2,2,53,2,0,2,1,3
1086601,1,9086601,1,1,1,3,2,1,2,1,1,,2,,2,,2,1,4,30000,398,2,0,3,2,0,0,2,2,53,2,0,2,0,2
1086646,1,9086646,1,1,1,3,2,1,2,2,1,,2,,2,,2,1,4,30000,419,2,0,2,0,0,0,2,2,54,2,0,0,0,0
1086726,1,9086726,3,1,3,2,2,1,2,1,1,,1,1,2,,2,1,4,30000,359,2,0,1,0,1,0,2,2,53,5,0,0,0,0
1086776,1,9086776,2,2,1,3,2,1,2,2,1,,1,1,2,,2,1,4,30000,391,2,0,7,5,1,0,2,2,54,2,1,3,1,5
1086852,1,9086852,3,2,2,3,2,1,2,2,1,,2,,2,,2,1,4,30000,358,2,0,11,9,1,0,2,2,56,4,1,3,5,9
1087087,1,9087087,8,0,2,2,1,1,2,3,1,,1,1,2,,2,1,4,30000,371,2,0,13,10,2,1,2,1,58,3,2,6,2,6
1087124,1,9087124,3,2,1,3,2,1,2,2,1,,2,,2,,2,1,4,30000,380,2,0,10,8,0,0,2,2,58,5,0,6,2,8
1087159,1,9087159,1,1,1,3,2,1,2,1,1,,2,,2,,2,1,4,30000,371,2,0,5,4,0,0,2,2,58,3,0,2,2,4
1087191,1,9087191,3,2,1,3,2,1,2,1,1,,2,,2,,2,1,4,30000,362,2,0,4,3,1,0,2,1,58,1,1,1,1,3
1087316,1,9087316,8,2,1,3,2,1,2,2,1,,2,,2,,1,1,4,30000,404,2,0,8,6,1,0,2,2,59,1,0,6,0,6
1087436,1,9087436,2,2,1,3,2,1,2,2,1,,2,,2,,2,1,4,30000,393,2,0,17,15,0,0,2,2,59,4,0,12,3,15
1087524,1,9087524,3,2,1,3,2,1,2,2,1,,1,1,2,,2,1,4,30000,398,2,0,11,9,0,0,2,2,59,2,0,3,6,9
1087598,1,9087598,2,1,1,3,2,1,2,1,1,,1,8,2,,1,1,4,30000,440,2,0,3,2,1,0,2,2,60,2,2,0,0,2
1087602,1,9087602,1,2,1,3,2,1,2,4,2,0,2,,2,,2,1,4,30000,401,2,0,18,14,2,2,2,2,60,5,5,6,3,12
1087628,1,9087628,2,1,1,3,2,1,2,2,1,,1,1,2,,2,1,4,30000,420,2,0,5,3,0,0,2,2,60,3,0,2,1,3
1087632,1,9087632,8,2,1,2,2,1,2,5,1,,2,,2,,5,1,4,30000,390,2,0,21,16,2,2,2,2,60,1,2,12,2,16
1087681,1,9087681,3,2,3,3,1,1,2,2,2,0,2,,2,,2,1,4,30000,434,2,0,2,0,0,0,2,2,61,3,0,0,0,0
1087728,1,9087728,1,2,1,3,2,1,2,2,1,,2,,2,,2,1,4,30000,391,2,0,8,6,1,0,2,2,61,2,1,1,4,6
1087754,1,9087754,8,1,2,3,2,1,2,1,1,,2,,2,,2,1,4,30000,399,2,0,1,0,0,0,2,2,63,3,0,0,0,0
1087806,1,9087806,8,1,1,3,2,1,2,1,1,,2,,2,,2,1,4,30000,398,2,0,3,2,1,0,2,2,63,2,2,0,0,2
1087912,1,9087912,2,2,1,3,1,1,2,9,1,,2,,2,,2,1,4,30000,421,2,0,33,24,3,6,2,1,64,4,4,20,0,16
1088001,1,9088001,3,1,3,3,1,1,2,1,1,,1,1,2,,2,1,4,30000,359,2,0,7,6,1,0,2,2,59,5,3,1,2,6
1088009,1,9088009,2,2,1,3,2,1,2,1,1,,2,,2,,2,1,4,30000,370,2,0,6,5,1,0,2,2,64,2,1,3,1,5
1088157,1,9088157,3,2,2,3,2,1,2,1,1,,2,,2,,2,1,4,30000,399,2,0,3,2,1,0,2,2,67,3,2,0,0,2
1088375,1,9088375,2,1,1,3,2,1,2,1,2,0,2,,2,,2,1,4,30000,398,2,0,4,3,1,0,2,2,67,2,1,1,1,3
1088506,1,9088506,1,1,1,3,2,1,2,2,1,,2,,2,,1,1,4,30000,411,2,0,12,10,2,0,2,2,69,1,6,4,0,8
1088541,1,9088541,1,1,1,3,2,1,2,2,1,,2,,2,,2,1,4,30000,369,2,0,4,2,1,0,2,2,69,1,2,0,0,2
1090640,1,9090640,3,1,3,2,2,1,2,1,1,,2,,2,,4,1,4,30000,413,1,0,8,7,1,0,2,1,2,3,2,2,3,5
1090645,1,9090645,8,0,3,2,1,1,2,1,1,,2,,2,,2,1,4,30000,411,2,0,7,6,1,0,2,2,1,1,1,1,4,0
1090694,1,9090694,1,1,3,2,1,1,2,1,1,,2,,2,,2,1,4,30000,419,2,0,3,2,1,1,2,2,1,2,2,0,0,2
1090740,1,9090740,1,1,1,3,2,1,2,1,1,,2,,2,,2,1,4,30000,408,2,0,7,6,1,0,2,2,10,5,2,2,2,2
1090956,1,9090956,1,0,2,2,1,1,2,1,1,,2,,2,,5,1,4,30000,408,2,0,3,2,1,0,2,2,10,5,2,0,0,2
1090971,1,9090971,3,1,1,3,1,1,2,1,1,,2,,2,,2,1,4,30000,414,2,0,3,2,1,0,2,2,10,4,2,0,0,2
1091128,1,9091128,3,1,2,3,2,1,2,2,1,,2,,2,,2,1,4,30000,435,2,0,6,4,2,0,2,2,11,4,0,4,0,4
1091359,1,9091359,3,2,1,3,2,1,2,2,2,1,2,,2,,2,1,4,30000,420,2,0,2,0,0,0,2,2,16,3,0,0,0,0
1091380,1,9091380,3,5,1,3,2,1,2,4,3,0,2,,2,,2,1,4,30000,399,2,0,18,14,2,2,2,2,16,3,5,9,0,14
1091392,1,9091392,3,1,1,2,2,1,2,3,2,1,2,,2,,2,1,4,30000,418,2,0,17,14,1,1,2,2,15,1,2,10,2,12
1091485,1,9091485,3,1,1,2,2,1,2,1,1,,2,,2,,2,1,4,30000,420,2,0,8,7,1,0,2,2,19,3,2,0,5,7
1091487,1,9091487,3,1,2,3,2,1,2,1,1,,2,,2,,2,1,4,30000,436,2,0,6,5,1,0,2,2,19,5,0,2,3,5
1091517,1,9091517,3,1,1,3,2,1,2,2,1,,2,,2,,2,1,4,30000,418,2,0,17,15,2,0,2,2,2,1,5,9,1,7
1091526,1,9091526,3,1,3,1,1,1,2,1,1,,1,1,2,,2,1,4,30000,418,2,0,5,4,1,0,2,2,2,1,2,2,0,4
1091602,1,9091602,3,2,2,1,1,1,2,3,1,,2,,2,,2,1,4,30000,419,2,0,9,6,2,2,2,1,23,2,0,6,0,0
1091680,1,9091680,3,1,1,3,2,2,2,1,1,,1,1,2,,2,1,4,30000,411,2,0,6,5,0,0,2,1,18,1,0,2,3,5
1091720,1,9091720,3,1,3,2,1,1,2,1,1,,2,,2,,2,1,4,30000,418,2,0,3,2,0,0,2,2,24,1,0,2,0,2
1091793,1,9091793,3,3,1,3,2,1,2,2,1,,1,1,2,,2,1,4,30000,399,2,0,11,9,1,0,1,2,25,3,2,4,3,9
1091851,1,9091851,2,1,2,3,2,1,2,1,1,,2,,2,,1,1,4,30000,420,2,0,4,3,1,0,2,2,3,3,1,1,1,3
1091926,1,9091926,3,1,1,3,2,1,2,1,1,,2,,2,,2,1,4,30000,435,2,0,8,7,1,0,2,2,30,4,0,4,3,7
1091929,1,9091929,3,2,1,3,2,1,2,1,1,,2,,2,,1,1,4,30000,418,2,0,7,6,0,0,1,2,32,1,0,4,2,6
1092241,1,9092241,1,2,1,3,2,1,2,4,2,0,2,,2,,2,1,4,30000,408,2,0,28,24,2,1,2,2,34,5,6,5,13,23
1092522,1,9092522,2,0,3,2,1,1,2,2,1,,2,,2,,3,1,4,30000,414,2,0,6,4,1,1,2,2,4,4,2,2,0,3
1092536,1,9092536,2,0,3,2,1,1,2,1,1,,2,,2,,2,1,4,30000,408,2,0,4,3,1,1,2,2,4,5,1,1,1,1
1092573,1,9092573,2,0,2,1,1,1,2,3,1,,2,,2,,1,1,4,30000,411,2,0,9,6,1,2,2,2,4,1,2,4,0,2
1092580,1,9092580,2,0,3,1,1,1,2,1,1,,2,,2,,1,1,4,30000,411,2,0,5,4,1,0,2,2,4,1,2,2,0,4
1092624,1,9092624,1,1,2,3,2,1,2,1,2,1,2,,2,,1,1,4,30000,426,2,0,1,0,1,0,2,1,4,2,0,0,0,0
1092652,1,9092652,1,1,1,3,2,1,2,5,2,1,2,,2,,1,1,4,30000,418,2,0,14,9,2,3,2,1,4,1,3,3,3,9
1092666,1,9092666,2,1,1,3,2,1,2,2,1,,1,1,2,,1,1,4,30000,413,2,0,4,2,1,0,2,2,4,3,2,0,0,2
1092704,1,9092704,3,1,2,3,1,1,2,2,1,,2,,2,,2,1,4,30000,420,2,0,6,4,0,0,2,2,40,3,0,4,0,4
1092707,1,9092707,3,2,2,3,2,1,2,5,1,,2,,2,,2,1,4,30000,436,2,0,29,24,1,1,2,2,40,5,2,12,10,24
1093048,1,9093048,3,2,1,2,2,1,2,2,1,,2,,2,,2,1,4,30000,426,2,0,4,2,1,0,2,2,49,2,2,0,0,2
1093159,1,9093159,3,2,1,3,2,1,2,2,1,,2,,2,,1,1,4,30000,439,2,0,4,2,1,0,2,2,5,1,0,2,0,2
1093193,1,9093193,3,2,2,2,1,1,2,3,1,,1,1,2,,2,1,4,30000,418,2,0,21,18,2,2,2,2,50,1,0,14,4,18
1093257,1,9093257,3,2,1,3,2,1,2,2,1,,2,,2,,2,1,4,30000,399,2,0,8,6,1,0,2,2,51,3,2,2,2,6
1093271,1,9093271,3,3,1,3,2,1,2,3,1,,2,,2,,2,1,4,30000,433,2,0,9,6,1,0,2,2,50,2,2,4,0,6
1093287,1,9093287,3,2,1,3,2,1,2,2,1,,2,,2,,2,1,4,30000,399,2,0,6,4,2,0,2,2,51,3,4,0,0,4
1093310,1,9093310,3,1,1,3,2,1,2,2,2,0,2,,1,2,2,1,4,30000,399,2,0,2,0,0,0,2,2,51,3,0,0,0,0
1093853,1,9093853,3,1,1,2,1,1,2,2,2,1,2,,2,,1,1,4,30000,420,2,0,10,8,1,2,2,2,5,3,0,4,4,8
1094098,1,9094098,3,4,1,3,2,1,2,6,1,,2,,2,,2,1,4,30000,400,2,0,19,13,4,3,2,2,62,4,7,5,1,13
1094170,1,9094170,3,2,1,3,2,1,2,2,1,,2,,2,,2,1,4,30000,419,2,0,2,0,0,0,2,2,59,2,0,0,0,0
1094341,1,9094341,3,1,1,2,2,1,2,1,1,,2,,2,,2,1,4,30000,435,2,0,1,0,1,0,2,2,65,4,0,0,0,0
1094451,1,9094451,3,1,3,3,1,1,2,1,1,,2,,2,,2,1,4,30000,419,2,0,5,4,1,1,2,2,67,2,0,2,2,4
1094495,1,9094495,3,2,1,3,2,1,2,2,1,,2,,2,,2,1,4,30000,420,2,0,7,5,0,0,2,2,67,3,0,4,1,5
1094512,1,9094512,3,1,1,3,2,1,2,2,2,0,2,,2,,2,1,4,30000,419,1,0,2,0,0,0,2,2,67,2,0,0,0,0
1094698,1,9094698,3,2,1,3,1,2,2,5,2,1,2,,2,,2,1,4,30000,420,2,0,9,4,1,1,2,2,69,3,2,2,0,4
1094711,1,9094711,3,1,1,3,2,1,2,1,1,,2,,2,,2,1,4,30000,421,2,0,1,0,0,0,2,2,70,4,0,0,0,0
1094727,1,9094727,3,1,1,3,2,1,2,2,1,,2,,2,,2,1,4,30000,399,2,0,9,7,0,0,2,2,70,3,0,6,1,7
1094998,1,9094998,1,2,1,3,2,1,2,2,1,,2,,2,,2,1,4,30000,411,2,0,4,2,0,0,1,2,39,1,0,2,0,2
1097058,2,9097058,3,0,1,3,2,1,2,2,1,,2,,2,,1,1,4,30000,418,2,0,6,4,1,0,2,2,10,1,2,2,0,4
1097160,2,9097160,3,2,2,1,2,1,2,5,1,,2,,2,,5,1,4,30000,401,2,0,15,10,2,3,2,2,11,5,4,6,0,4
1097253,2,9097253,3,1,3,3,1,1,2,1,1,,2,,1,2,2,1,4,30000,401,2,0,1,0,0,0,2,2,26,5,0,0,0,0
1097425,2,9097425,3,1,3,3,1,1,2,2,2,1,2,,2,,2,1,4,30000,408,1,0,4,2,1,0,2,1,34,5,2,0,0,2
1097510,2,9097510,3,1,2,1,2,1,2,2,1,,2,,2,,1,1,4,30000,405,2,0,4,2,2,0,2,2,4,2,2,0,0,2
1097571,2,9097571,3,2,1,2,1,2,2,6,1,,2,,2,,2,1,4,30000,408,2,0,20,14,2,1,2,2,44,5,0,10,4,8
1097698,2,9097698,3,1,2,2,1,1,2,1,2,1,2,,2,,2,1,4,30000,413,2,0,3,2,1,0,2,2,52,3,2,0,0,2
1097725,2,9097725,3,1,1,3,2,1,2,1,1,,2,,2,,2,1,4,30000,435,2,0,9,8,0,0,2,2,53,4,0,8,0,8
1097835,2,9097835,3,0,1,3,2,1,2,3,1,,2,,2,,1,1,4,30000,401,2,0,15,12,1,2,2,2,5,5,1,7,4,12
1097839,2,9097839,3,0,1,3,2,1,2,1,1,,2,,2,,1,1,4,30000,408,2,0,3,2,1,0,2,2,6,5,2,0,0,2
1099171,1,9099171,3,0,3,1,1,1,2,1,1,,2,,2,,1,1,4,30000,439,2,0,3,2,1,0,2,2,15,1,2,0,0,2
1099172,1,9099172,3,1,1,2,2,1,2,1,1,,2,,2,,2,1,4,30000,439,2,0,5,4,1,0,2,2,15,1,0,4,0,4
1099177,1,9099177,3,1,3,2,1,1,2,1,1,,2,,2,,2,1,4,30000,432,2,0,3,2,1,0,2,2,15,1,2,0,0,2
1099227,1,9099227,3,2,1,3,2,1,2,2,1,,2,,2,,2,1,4,30000,435,2,0,5,3,1,0,2,2,16,4,1,1,1,3
1099411,1,9099411,3,2,1,3,1,1,2,2,1,,2,,2,,2,1,4,30000,435,2,0,11,9,1,0,2,2,20,4,2,4,3,9
1099465,1,9099465,3,3,1,3,2,2,2,2,1,,1,1,2,,2,1,4,30000,434,2,0,6,4,2,0,2,2,25,3,4,0,0,4
1099519,1,9099519,3,2,1,2,2,1,2,2,1,,2,,2,,2,1,4,30000,442,2,0,6,4,0,0,2,2,22,4,0,2,2,4
1100258,1,9100258,3,1,3,2,1,1,2,1,1,,2,,2,,2,1,4,30000,435,2,0,1,0,0,0,2,2,44,4,0,0,0,0
1100306,1,9100306,3,0,1,3,2,1,2,1,1,,2,,2,,2,1,4,30000,435,2,0,1,0,0,0,2,2,45,4,0,0,0,0
1100396,1,9100396,3,1,3,3,1,1,2,1,1,,2,,2,,2,1,4,30000,435,2,0,3,2,0,0,2,2,30,4,0,2,0,2
1100495,1,9100495,3,2,3,2,1,1,2,2,2,1,1,1,2,,2,1,4,30000,433,2,0,18,16,1,1,2,2,48,2,0,12,4,16
1101205,1,9101205,3,3,2,3,2,1,2,4,1,,2,,2,,99,1,4,30000,443,2,0,12,8,2,2,2,2,59,5,4,4,0,8
1101366,1,9101366,3,1,1,2,1,1,2,6,2,1,2,,2,,2,1,4,30000,439,2,0,20,14,1,4,2,2,60,1,0,14,0,14
