SAMPN,PERNO,GEND,AGE,LIC,RESP,RELAT,DISAB,DISTY1,DISTY2,DABLO,EDUC,LEVEL,S_LOC,SHOME,SDAY,SMODE1,SMODE2,SMODE3,SMOO,SCOST,SUNIT,EMPL,NOJOB,NMJOB,ETYPE,ETYPO,W1IND,W1INO,W1OCC,W1OCO,W1TIM,W1DAY,W1HOM,W1HMO,W1CPR,W1CPT,W1CPO,W1WKE,W1WKD1,W1WKD2,W1WKD3,W1WKD4,O_W1WKD,W1TYP,W1LOC,W1MOD1,W1MOD2,W1MOD3,W1MOO,W1NDV,W1CPK,W1CPU,W1EPK,W1PKL,W1PKLO,W1WLK,TRNST,VTRAN,TRNCT,TRNCU,SCHED,WSTIM,WETIM,SETIM,VSTIM,VSTMO,VETIM,VETMO,W2TY,W2TYO,W2TYP,W2LOC,W2IND,W2INO,W2OCC,W2OCO,W2DAY,W2HOM,W2HOO,W2ST,W2ET,HMALL,PNMPL,NTRIPS,DIARY,PROXY,HBW,HBO,NHB,MOTTRIP,NOMOTTRP,CPA,FIPS,REGION,DVRPC
1001375,3,1,21,1,2,3,2,,,,1,6,250,2,3,99,,,,,,2,,2,1,,44,,4,,2,4,0,,,,,1,1,2,3,4,,2,53,21,,,,2,0.00,,2,1,,5,2,,,,1,1100,2000,2,5,,5,,,,,,,,,,,,,,,2,3,2,1,1,2,0,0,2,0,58,34005,2,1
1001375,4,1,13,,2,3,2,,,,1,4,43,2,5,11,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,4,1,1,0,4,0,2,2,58,34005,2,1
1001410,1,2,82,2,1,1,2,,,,2,,,,,,,,,,,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,4,2,0,0,2,2,2,2,58,34005,2,1
1001411,1,2,35,1,1,1,2,,,,2,,,,,,,,,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,7,6,1,0,0,4,2,6,0,58,34005,2,1
1001411,2,1,34,1,2,2,2,,,,2,,,,,,,,,,,1,,2,1,,54,,2,,3,5,5,,2,,,0,,,,,,2,114,21,,,,2,0.00,,2,3,,20,2,,,,2,700,500,1,,,,,,,,,,,,,,,,,,2,5,4,1,1,0,2,2,2,2,58,34005,2,1
1001411,3,2,9,,2,3,2,,,,1,3,81,2,5,22,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,3,1,1,0,2,1,3,0,58,34005,2,1
1001411,4,2,8,,2,3,2,,,,1,3,82,2,5,22,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,3,1,1,0,2,1,3,0,58,34005,2,1
1001411,5,2,1,,2,3,2,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,7,6,2,1,0,4,2,6,0,58,34005,2,1
1001461,1,1,36,1,1,1,2,,,,1,6,39,2,1,21,,,,0.00,,1,,2,1,,56,,5,,1,5,0,,2,,,0,,,,,,2,49,21,,,,2,0.00,,2,1,,1,2,,2.50,1,2,800,1730,1,,,,,,,,,,,,,,,,,,2,5,4,1,0,1,1,2,4,0,58,34005,2,1
1001461,2,2,33,1,2,2,2,,,,2,,,,,,,,,,,2,,2,1,,62,,2,,2,3,0,,,,,0,,,,,,2,50,21,,,,2,0.00,,2,1,,1,2,,2.40,1,2,900,1400,1,,,,,,,,,,,,,,,,,,2,8,7,1,1,1,3,3,7,0,58,34005,2,1
1001461,3,2,6,,2,3,2,,,,1,3,40,2,5,22,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,4,2,1,0,2,2,4,0,58,34005,2,1
1001461,4,2,6,,2,3,2,,,,1,3,41,2,5,22,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,4,2,1,0,2,2,4,0,58,34005,2,1
1001461,5,2,8,,2,3,2,,,,1,3,42,2,5,22,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,4,2,2,0,2,2,4,0,58,34005,2,1
1001493,1,1,64,1,1,1,2,,,,2,,,,,,,,,,,1,,2,3,,11,,2,,3,5,5,,2,,,0,,,,,,1,9001493,,,,,2,,,,,,,,,,,2,800,1700,1,,,,,,,,,,,,,,,,,,2,4,3,1,0,0,2,1,3,0,58,34005,2,1
1001493,2,2,59,1,2,2,2,,,,2,,,,,,,,,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,7,6,1,1,0,6,0,6,0,58,34005,2,1
1001590,1,2,38,1,1,1,2,,,,2,,,,,,,,,,,1,,2,1,,52,,5,,2,5,0,,2,,,0,,,,,,2,27,41,,,,2,7.00,2,2,2,,5,2,,64.00,3,1,730,1600,1,,,,,,,,,,,,,,,,,,2,5,4,1,0,2,2,0,4,0,5,42101,1,1
1001590,2,1,37,2,2,2,2,,,,2,,,,,,,,,,,1,,2,2,,81,,13,,2,5,0,,2,,,0,,,,,,2,28,41,,,,2,0.00,,2,2,,1,2,,64.00,3,1,800,1630,1,,,,,,,,,,,,,,,,,,2,4,3,1,1,1,1,1,3,0,5,42101,1,1
1001590,3,1,11,,2,3,2,,,,1,3,8,2,5,42,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,2,1,1,0,2,0,2,0,5,42101,1,1
1001640,1,2,59,2,1,1,2,,,,2,,,,,,,,,,,3,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,2,0,0,0,0,0,0,5,42101,1,1
1001640,2,2,55,2,2,5,2,,,,2,,,,,,,,,,,3,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,2,1,0,0,0,0,0,5,42101,1,1
1001713,1,2,59,1,1,1,2,,,,2,,,,,,,,,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,8,7,1,0,0,4,3,7,0,5,42101,1,1
1001713,2,1,60,1,2,2,2,,,,2,,,,,,,,,,,1,,2,1,,54,,11,,3,5,0,,2,,,1,1,,,,,2,97,21,,,,2,0.00,,2,1,,3,2,,,,2,530,1700,1,,,,,,,,,,,,,,,,,,2,6,5,1,1,2,2,1,5,0,5,42101,1,1
1001840,1,1,35,2,1,1,2,,,,2,,,,,,,,,,,1,,2,3,,71,,10,,2,5,5,,2,,,0,,,,,,1,9001840,,,,,1,,,,,,,,,,,1,900,1700,1,,,,,,,,,,,,,,,,,,2,4,3,1,0,0,2,1,0,3,5,42101,1,1
1001840,2,2,63,2,2,4,2,,,,2,,,,,,,,,,,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,3,1,1,0,2,1,0,3,5,42101,1,1
1001848,1,2,64,1,1,1,2,,,,2,,,,,,,,,,,1,,2,1,,48,,12,,3,5,0,,2,,,0,,,,,,2,162,31,,,,2,0.00,,2,3,,2,2,,,,1,530,1630,1,,,,,,,,,,,,,,,,,,1,1,0,1,0,0,0,0,0,0,5,42101,1,1
1001856,1,1,75,1,1,1,2,,,,2,,,,,,,,,,,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6,5,2,0,0,4,1,5,0,5,42101,1,1
1001957,1,2,76,2,1,1,2,,,,2,,,,,,,,,,,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,3,2,0,0,2,1,3,0,5,42101,1,1
1001968,1,1,55,2,1,1,2,,,,2,,,,,,,,,,,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,2,0,0,0,0,0,0,5,42101,1,1
1001974,1,1,69,1,1,1,2,,,,2,,,,,,,,,,,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,4,1,0,0,2,2,4,0,5,42101,1,1
1001990,1,1,43,2,1,1,2,,,,2,,,,,,,,,,,1,,2,4,,72,,13,,3,5,0,,1,7,5/37,0,,,,,,2,115,11,41,,,2,0.00,,2,1,,1,2,,17.00,2,1,830,1700,1,,,,,,,,,,,,,,,,,,1,1,0,2,0,0,0,0,0,0,5,42101,1,1
1001990,2,2,41,1,2,2,2,,,,2,,,,,,,,,,,1,,2,2,,92,,13,,3,5,0,,8,,,1,1,2,,,,2,116,41,,,,1,0.00,,2,1,,5,1,2,17.00,2,2,730,1730,1,,,,,,,,,,,,,,,,,,2,3,2,1,1,2,0,0,2,0,5,42101,1,1
1001990,3,2,13,,2,3,2,,,,1,4,83,2,5,11,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,3,2,1,0,2,1,0,3,5,42101,1,1
1001990,4,2,12,,2,3,2,,,,1,4,84,2,5,11,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,3,2,3,0,2,1,0,3,5,42101,1,1
1001990,5,2,10,,2,3,2,,,,1,3,85,2,5,11,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,2,2,3,0,2,0,0,2,5,42101,1,1
1001990,6,2,8,,2,3,2,,,,1,3,86,2,5,11,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,2,2,1,0,2,0,0,2,5,42101,1,1
1001990,7,1,7,,2,3,2,,,,1,3,87,2,5,11,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,2,2,1,0,2,0,0,2,5,42101,1,1
1001990,8,1,4,,2,3,2,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,2,1,0,0,0,0,0,5,42101,1,1
1001990,9,2,3,,2,3,2,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,2,1,0,0,0,0,0,5,42101,1,1
1002042,1,2,48,1,1,1,2,,,,2,,,,,,,,,,,1,,2,1,,55,,1,,3,5,2,,2,,,1,7,,,,,2,108,41,,,,2,14.00,2,2,1,,1,2,,3.20,1,1,800,1900,1,,,,,,,,,,,,,,,,,,2,5,4,1,3,0,3,1,4,0,5,42101,1,1
1002042,2,1,52,1,2,2,2,,,,2,,,,,,,,,,,1,,2,1,,56,,1,,3,5,0,,2,,,0,,,,,,2,109,21,,,,2,0.00,,1,3,,5,2,,3.20,1,1,800,1615,1,,,,,,,,,,,,,,,,,,2,3,2,1,3,2,0,0,2,0,5,42101,1,1
1002042,3,2,20,1,2,3,2,,,,1,6,75,2,5,11,,,,0.00,,2,,2,1,,56,,1,,1,5,0,,,,,0,,,,,,2,110,41,,,,2,10.00,2,2,1,,5,2,,3.20,1,2,9999,9999,2,5,,5,,,,,,,,,,,,,,,2,6,5,1,0,1,3,1,4,1,5,42101,1,1
1002050,1,2,56,1,1,1,2,,,,2,,,,,,,,,,,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,2,1,0,0,2,0,2,0,5,42101,1,1
1002058,1,2,86,2,1,1,2,,,,2,,,,,,,,,,,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,1,0,0,0,0,0,0,5,42101,1,1
1002084,1,2,53,2,1,1,2,,,,2,,,,,,,,,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,2,0,0,0,0,0,0,5,42101,1,1
1002157,1,2,20,2,1,1,2,,,,2,,,,,,,,,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,2,2,0,0,0,0,0,5,42101,1,1
1002157,2,2,20,2,2,5,2,,,,2,,,,,,,,,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,2,0,0,0,0,0,0,5,42101,1,1
1002157,3,2,53,1,2,4,2,,,,2,,,,,,,,,,,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,2,2,0,0,0,0,0,5,42101,1,1
1002157,4,2,16,2,2,5,2,,,,1,4,149,2,5,11,,,,0.00,,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,2,2,0,0,0,0,0,5,42101,1,1
1002157,5,1,3,,2,3,2,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,2,2,0,0,0,0,0,5,42101,1,1
1002157,6,2,2,,2,10,2,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,2,2,0,0,0,0,0,5,42101,1,1
1002163,1,1,55,1,1,1,2,,,,2,,,,,,,,,,,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6,5,2,0,0,2,3,5,0,5,42101,1,1
1002259,1,2,36,1,1,1,2,,,,2,,,,,,,,,,,1,,2,2,,56,,5,,3,5,0,,2,,,0,,,,,,2,124,41,,,,2,0.00,,1,1,,1,1,1,64.00,3,2,700,1630,1,,,,,,,,,,,,,,,,,,2,3,2,2,0,2,0,0,2,0,5,42101,1,1
1002259,2,2,16,2,2,3,2,,,,1,4,90,2,5,41,,,,0.00,,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,2,2,1,0,2,0,2,0,5,42101,1,1
1002259,3,2,12,,2,3,2,,,,1,4,91,2,5,11,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,2,2,0,0,2,0,0,2,5,42101,1,1
1002281,1,2,35,1,1,1,2,,,,2,,,,,,,,,,,1,,2,1,,55,,1,,1,5,0,,2,,,1,4,,,,,2,213,21,,,,2,0.00,,2,1,,1,2,,,,2,830,1800,2,1,,4,,,,,,,,,,,,,,,2,9,8,1,0,1,3,4,8,0,5,42101,1,1
1002281,2,1,34,1,2,2,2,,,,2,,,,,,,,,,,1,,2,3,,23,,10,,3,5,0,,2,,,1,1,2,,,,2,214,21,,,,1,,,2,3,,98,2,,,,1,800,1700,1,,,,,,,,,,,,,,,,,,2,7,6,1,1,0,6,0,6,0,5,42101,1,1
1002322,1,2,27,1,1,1,2,,,,2,,,,,,,,,,,2,,2,1,,55,,5,,1,5,0,,,,,0,,,,,,2,125,41,,,,2,0.00,,2,1,,1,2,,17.25,2,2,830,1700,1,,,,,,,,,,,,,,,,,,2,5,4,1,0,0,2,2,4,0,5,42101,1,1
1002322,2,1,1,,2,3,2,,,,1,1,92,2,5,22,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,2,1,1,0,2,0,2,0,5,42101,1,1
1002404,1,1,58,1,1,1,2,,,,2,,,,,,,,,,,2,,2,3,,81,,3,,3,2,2,,,,,1,1,,,,,1,9002404,,,,,1,,,,,,,,,,,1,900,1500,2,5,,5,,,,,,,,,,,,,,,2,10,9,2,0,0,6,3,8,1,5,42101,1,1
1002408,1,1,79,1,1,1,2,,,,2,,,,,,,,,,,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,1,2,0,0,1,0,1,0,5,42101,1,1
1002512,1,2,43,1,1,1,2,,,,2,,,,,,,,,,,1,,2,3,,61,,1,,3,5,3,,2,,,1,1,,,,,1,9002512,,,,,2,,,,,,,,,,,1,900,1800,1,,,,,,,,,,,,,,,,,,2,3,2,1,0,0,2,0,2,0,5,42101,1,1
1002603,1,2,85,2,1,1,2,,,,2,,,,,,,,,,,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,8,7,1,0,0,6,1,3,4,5,42101,1,1
1002606,1,2,35,1,1,1,2,,,,2,,,,,,,,,,,1,,1,4,,62,,1,,3,5,0,,2,,,0,,,,,,2,70,21,,,,2,0.00,,2,3,,1,2,,,,2,900,1730,1,,,,,2,,2,71,61,,2,,1,2,,800,1130,2,7,6,1,0,1,1,4,4,2,5,42101,1,1
1002608,1,1,55,1,1,1,2,,,,2,,,,,,,,,,,1,,2,2,,51,,1,,3,5,0,,2,,,0,,,,,,2,215,21,,,,2,0.00,,2,3,,20,2,,30.00,3,1,930,1730,1,,,,,,,,,,,,,,,,,,2,5,4,1,0,0,4,0,4,0,5,42101,1,1
1002608,2,2,36,1,2,2,2,,,,2,,,,,,,,,,,1,,2,1,,51,,1,,3,5,0,,2,,,0,,,,,,2,216,41,,,,2,,,2,1,,5,2,,,,1,830,1900,1,,,,,,,,,,,,,,,,,,1,1,0,1,1,0,0,0,0,0,5,42101,1,1
1002608,3,9,999,9,2,3,2,,,,9,,,,,,,,,,,3,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,1,1,0,0,0,0,0,5,42101,1,1
1002608,4,9,999,9,2,3,2,,,,9,,,,,,,,,,,3,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,1,1,0,0,0,0,0,5,42101,1,1
1002649,1,1,60,2,1,1,2,,,,2,,,,,,,,,,,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,4,2,0,0,4,0,4,0,5,42101,1,1
1002649,2,2,52,1,2,2,2,,,,2,,,,,,,,,,,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6,5,2,1,0,5,0,1,4,5,42101,1,1
1002662,1,2,82,1,1,1,1,97,,OPEN HEART SURGERY,2,,,,,,,,,,,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,3,1,0,0,2,1,3,0,5,42101,1,1
1002662,2,1,82,1,2,2,2,,,,2,,,,,,,,,,,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6,5,2,1,0,2,3,5,0,5,42101,1,1
1002753,1,2,57,1,1,1,2,,,,2,,,,,,,,,,,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,8,7,1,0,0,4,3,5,2,5,42101,1,1
1002753,2,2,22,2,2,3,2,,,,2,,,,,,,,,,,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,7,6,1,0,0,4,2,6,0,5,42101,1,1
1002777,1,2,43,1,1,1,2,,,,2,,,,,,,,,,,1,,2,2,,61,,2,,3,5,0,,2,,,0,,,,,,2,111,21,,,,1,0.00,,1,1,,2,2,,17.00,2,2,845,1430,1,,,,,,,,,,,,,,,,,,2,10,9,1,0,0,2,7,9,0,5,42101,1,1
1002777,2,1,45,1,2,2,2,,,,2,,,,,,,,,,,1,,2,3,,23,,1,,3,5,0,,2,,,0,,,,,,2,112,21,,,,1,0.00,,2,3,,5,2,,17.00,2,2,800,1730,1,,,,,,,,,,,,,,,,,,2,12,11,1,1,0,8,3,11,0,5,42101,1,1
1002777,3,1,14,,2,3,2,,,,1,4,78,2,5,22,41,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,2,1,1,0,2,0,2,0,5,42101,1,1
1002777,4,1,11,,2,3,2,,,,1,3,79,2,5,22,11,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,2,1,1,0,2,0,1,1,5,42101,1,1
1002827,1,2,32,1,1,1,2,,,,2,,,,,,,,,,,1,,2,2,,61,,2,,2,5,0,,2,,,0,,,,,,2,121,14,,,,2,100.00,4,1,1,,5,1,2,65.00,3,2,230,1600,1,,,,,,,,,,,,,,,,,,2,9,8,1,0,1,3,4,3,5,5,42101,1,1
1002827,2,2,24,1,2,9,2,,,,2,,,,,,,,,,,1,,2,1,,61,,2,,1,5,0,,1,2,,0,,,,,,2,122,21,,,,2,0.00,,2,1,,98,8,,65.00,3,2,900,1500,1,,,,,,,,,,,,,,,,,,2,4,3,1,1,1,1,1,3,0,5,42101,1,1
1002827,3,2,26,1,2,9,2,,,,2,,,,,,,,,,,1,,2,1,,54,,4,,2,5,0,,2,,,0,,,,,,2,123,21,,,,2,,,2,1,,98,8,,65.00,3,2,200,1830,1,,,,,,,,,,,,,,,,,,2,5,4,1,1,2,2,0,4,0,5,42101,1,1
1002841,1,2,49,1,1,1,2,,,,2,,,,,,,,,,,1,,2,1,,62,,2,,2,3,0,,1,7,4/48,2,1,2,3,4,,2,217,21,41,,,2,8.75,2,2,1,,3,8,,2.00,1,1,700,1930,1,,,,,,,,,,,,,,,,,,2,6,5,1,0,1,2,2,5,0,5,42101,1,1
1002841,2,1,53,1,2,2,1,97,,MULTIPLE INJURIES,2,,,,,,,,,,,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,2,1,1,0,2,0,0,2,5,42101,1,1
1003144,1,2,71,1,1,1,2,,,,2,,,,,,,,,,,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,1,0,0,0,0,0,0,12,42101,1,1
1003144,2,1,71,1,2,2,2,,,,2,,,,,,,,,,,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,2,1,1,0,2,0,2,0,12,42101,1,1
1003144,3,1,48,1,2,2,2,,,,2,,,,,,,,,,,1,,2,2,,56,,1,,3,5,0,,2,,,0,,,,,,2,69,21,,,,2,0.00,,2,1,,1,2,,4.00,1,2,830,1700,1,,,,,,,,,,,,,,,,,,2,3,2,1,1,2,0,0,2,0,12,42101,1,1
1003195,1,2,71,1,1,1,2,,,,2,,,,,,,,,,,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6,5,1,0,0,2,3,5,0,12,42101,1,1
1003246,1,2,70,2,1,1,1,1,,,2,,,,,,,,,,,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,2,0,0,0,0,0,0,12,42101,1,1
1003259,1,2,999,1,1,1,2,,,,2,,,,,,,,,,,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,7,6,1,0,0,4,2,6,0,12,42101,1,1
1003307,1,1,49,1,1,1,2,,,,2,,,,,,,,,,,1,,2,1,,97,SKILLED LABOR,13,,3,5,0,,2,,,0,,,,,,2,218,21,,,,2,0.00,,2,1,,5,2,,112.00,3,2,800,1630,1,,,,,,,,,,,,,,,,,,2,3,2,1,0,2,0,0,2,0,12,42101,1,1
1003328,1,1,36,1,1,1,2,,,,2,,,,,,,,,,,1,,1,1,,44,,13,,3,5,0,,2,,,2,1,,,,,2,33,21,,,,2,0.00,,2,1,,5,2,,,,1,700,1500,1,,,,,1,,2,38,56,,10,,5,0,,1530,1730,2,4,3,1,0,1,1,1,3,0,12,42101,1,1
1003328,2,2,39,1,2,2,2,,,,2,,,,,,,,,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,4,1,1,0,4,0,4,0,12,42101,1,1
1003328,3,1,78,2,2,4,2,,,,2,,,,,,,,,,,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,2,1,0,0,0,0,0,12,42101,1,1
1003328,4,2,9,,2,3,2,,,,1,3,9,2,5,42,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,2,2,1,0,2,0,2,0,12,42101,1,1
1003328,5,2,8,,2,3,2,,,,1,3,10,2,5,42,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,2,2,1,0,2,0,2,0,12,42101,1,1
1003328,6,2,5,,2,3,2,,,,1,3,11,2,5,22,,,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,2,2,1,0,2,0,2,0,12,42101,1,1
1003347,1,2,75,1,1,1,2,,,,2,,,,,,,,,,,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,1,0,0,0,0,0,0,12,42101,1,1
1003398,1,2,55,1,1,1,2,,,,2,,,,,,,,,,,1,,2,4,,56,,5,,3,5,0,,2,,,0,,,,,,2,31,21,,,,1,0.00,,2,1,,1,2,,16.00,2,2,800,1600,1,,,,,,,,,,,,,,,,,,2,5,4,1,0,0,2,2,4,0,12,42101,1,1
1003398,2,1,56,1,2,2,2,,,,2,,,,,,,,,,,1,,2,2,,92,,7,,3,5,0,,2,,,0,,,,,,2,32,21,,,,2,0.00,,2,1,,1,2,,16.00,2,1,800,1600,1,,,,,,,,,,,,,,,,,,2,6,5,1,1,1,1,3,5,0,12,42101,1,1
1003451,1,1,47,1,1,1,2,,,,2,,,,,,,,,,,1,,2,1,,52,,4,,2,5,0,,2,,,1,1,,,,,2,219,21,,,,1,0.00,,1,1,,1,2,,,,2,815,1830,1,,,,,,,,,,,,,,,,,,2,5,4,1,0,1,1,2,4,0,12,42101,1,1
