CHESCO,X,Y,SLOPE,FOURLNE300,INTERST800,REGRAIL300,RAILSTN100,PARKS500M,WATER100,CITBORO_10,DIST_WATER,DIST_RAILS,DIST_REGRA,DIST_PASSR,DIST_4LNE_,DIST_INTER,DIST_PARKS,PAL_WETLND,FARM92,PASTURE92,FOREST92,URBAN01,URBAN92,POPDEN90,MEDINC90,MEDHSEVAL_,PCT_WHITE_,PCT_SFHOME,PCT_POV_90,PCT_HSB_19,PCT_COLGRD
1,1618001.516,194678.229,2.577,1,1,1,0,0,0,0,6041.62,2915.52,2692.62,1414.24,1500.02,1500.02,5099.10,0,0,0,0,0,1,203,51363,180100,97,78,3,2,3
1,1618501.523,194678.229,0.884,1,1,1,0,0,0,0,6500.10,2692.62,2500.04,1118.05,1500.02,1500.02,5590.26,0,0,0,0,0,0,359,51363,180100,97,78,3,2,3
1,1619001.531,194678.229,1.818,1,1,1,0,0,0,0,6946.33,2549.55,2121.35,707.12,1581.16,1581.16,6082.86,0,0,1,0,0,0,28,49390,180100,97,64,3,8,3
1,1619501.539,194678.229,6.277,1,1,1,0,0,0,0,7382.53,2500.04,1802.80,500.01,1802.80,1802.80,6576.57,0,0,0,1,0,0,28,49390,180100,97,64,3,8,3
1,1620001.546,194678.229,8.417,1,1,1,0,0,0,0,7826.36,2549.55,1581.16,0.00,2000.03,2121.35,7071.18,0,0,0,1,0,0,7,49390,180100,97,64,3,8,3
1,1620501.554,194678.229,6.531,1,1,1,0,0,0,0,8276.60,2692.62,1414.24,0.00,1500.02,2500.04,7566.49,1,0,0,1,0,0,7,49390,180100,97,64,3,8,3
1,1621001.562,194678.229,3.072,1,1,1,0,0,0,0,8732.26,2915.52,1118.05,500.01,1000.02,2500.04,8000.12,0,0,0,1,0,0,134,49390,180100,97,64,3,8,3
1,1621501.569,194678.229,1.107,1,1,1,0,0,0,0,9192.53,3201.61,1000.02,500.01,500.01,2549.55,8015.73,0,0,0,1,0,0,0,52105,168500,97,78,3,9,3
1,1622001.577,194678.229,0.652,1,1,1,0,0,0,0,9552.63,3535.59,707.12,0.00,0.00,2692.62,8062.38,0,0,0,0,0,0,0,52105,168500,94,78,4,9,4
1,1622501.585,194678.229,1.295,1,1,1,0,0,0,0,9899.65,3905.19,500.01,0.00,0.00,2915.52,8139.54,0,0,0,0,0,0,372,52105,168500,94,78,4,9,4
1,1623001.592,194678.229,2.040,1,1,1,0,0,0,0,10259.30,4301.23,0.00,0.00,0.00,3162.33,8200.74,0,0,0,0,1,0,242,52105,147700,94,78,4,9,4
1,1623501.600,194678.229,3.468,1,1,1,0,0,0,0,10547.67,4123.17,0.00,0.00,0.00,3354.15,7810.37,0,0,0,0,0,1,242,52105,147700,92,78,6,9,6
1,1624001.608,194678.229,4.614,1,1,1,0,0,0,0,10547.67,3640.11,0.00,0.00,500.01,3605.61,7433.15,0,0,0,1,0,0,0,43857,147700,92,67,6,10,6
1,1624501.615,194678.229,5.047,1,1,1,0,0,0,0,10295.79,3162.33,0.00,500.01,500.01,3807.95,7071.18,0,0,0,1,0,0,826,43857,147700,92,67,6,10,6
1,1625001.623,194678.229,4.245,1,1,1,0,0,0,0,10062.46,2692.62,500.01,500.01,707.12,4031.19,6726.92,0,0,0,1,0,0,826,43857,232900,92,67,6,10,6
1,1625501.631,194678.229,1.988,1,1,1,0,0,0,0,9849.01,2236.10,500.01,707.12,1000.02,4301.23,6403.22,0,0,0,1,1,0,860,43857,232900,96,67,3,10,3
1,1626001.639,194678.229,0.571,1,1,1,0,0,0,1,9656.75,1802.80,707.12,1000.02,1118.05,4500.07,6103.37,0,0,0,0,0,1,1131,71100,232900,96,100,3,7,3
1,1626501.646,194678.229,1.201,1,1,1,0,0,0,1,9486.98,1414.24,1000.02,1118.05,1414.24,4527.76,5831.04,0,0,0,0,0,0,943,71100,232900,96,100,3,7,3
1,1627001.654,194678.229,1.507,1,1,1,0,0,0,1,9340.91,1118.05,1000.02,1414.24,1581.16,4609.84,5590.26,0,0,0,0,1,1,89,40082,232900,96,59,3,31,3
1,1627501.662,194678.229,2.018,1,1,1,0,0,0,1,9219.69,1000.02,1000.02,1500.02,1802.80,4743.49,5385.25,0,0,0,0,0,1,89,40082,232900,96,59,3,31,3
1,1628001.669,194678.229,2.465,1,1,1,0,0,0,1,9124.28,1118.05,1118.05,1581.16,2000.03,4924.51,5220.23,1,0,0,0,0,1,89,40082,232900,96,59,3,31,3
1,1628501.677,194678.229,2.577,1,1,1,0,0,0,1,9055.52,1414.24,1414.24,1802.80,2000.03,5147.89,5099.10,0,0,0,0,0,1,319,71100,232900,96,100,3,7,3
1,1629001.685,194678.229,1.833,1,1,1,0,0,0,1,9014.02,1802.80,1581.16,2061.58,2000.03,5385.25,5025.02,0,0,0,0,0,1,319,71100,232900,96,100,3,7,3
1,1629501.692,194678.229,0.776,1,1,1,0,0,0,0,9000.14,2236.10,1802.80,2236.10,2000.03,5590.26,5000.08,0,0,0,0,0,1,319,71100,232900,96,100,3,7,3
1,1630001.700,194678.229,0.840,1,1,1,0,0,0,0,9000.14,2549.55,2121.35,2500.04,2061.58,5700.97,5000.08,0,0,0,0,0,1,89,71100,227100,96,100,3,7,3
1,1630501.708,194678.229,1.277,1,1,1,0,0,0,0,9014.02,2500.04,2500.04,2828.47,2236.10,5852.44,5025.02,0,0,0,0,0,0,519,71100,227100,98,100,5,7,5
1,1631001.715,194678.229,1.439,1,1,1,0,0,0,0,9055.52,2549.55,2500.04,3201.61,2500.04,6041.62,5099.10,0,0,0,1,0,0,101,71100,227100,98,100,5,7,5
1,1631501.723,194678.229,1.485,1,1,1,0,0,0,0,9124.28,2692.62,2500.04,3535.59,2500.04,6184.75,5220.23,1,0,0,1,0,0,101,71100,227100,98,100,5,7,5
1,1632001.731,194678.229,0.791,1,1,1,0,0,0,0,9219.69,2915.52,2549.55,3905.19,2549.55,6324.65,5385.25,0,0,0,1,0,0,1,97034,340700,98,99,5,12,5
1,1632501.738,194678.229,1.030,1,1,1,0,0,0,0,9340.91,3041.43,2692.62,4242.71,2692.62,6500.10,5590.26,0,0,0,1,0,0,58,97034,340700,99,99,3,12,3
1,1633001.746,194678.229,1.401,1,1,1,0,0,0,0,9486.98,3162.33,2915.52,4609.84,2915.52,6708.31,5831.04,0,0,0,1,0,0,62,97034,340700,99,99,3,12,3
1,1633501.754,194678.229,1.098,0,1,0,0,0,0,0,9656.75,3354.15,3162.33,5000.08,3162.33,6946.33,6103.37,0,0,0,1,0,0,396,97034,340700,99,99,3,12,3
1,1634001.761,194678.229,0.806,0,1,0,0,0,0,0,9849.01,3605.61,3354.15,5408.41,3354.15,7159.02,6403.22,0,0,0,1,0,0,521,97034,341800,99,99,3,12,3
1,1634501.769,194678.229,0.849,0,1,0,0,0,0,0,10050.03,3905.19,3535.59,5831.04,3500.05,7382.53,6726.92,0,0,0,1,0,0,117,97034,341800,98,99,7,12,7
1,1593001.131,194178.221,3.721,0,0,0,0,0,0,0,2236.10,17670.87,17670.87,4743.49,8200.74,8200.74,5408.41,0,0,1,0,0,0,7,32008,130700,96,56,9,13,9
1,1593501.139,194178.221,2.332,0,1,0,0,0,0,0,2061.58,17219.44,17219.44,4272.07,7905.82,7905.82,5000.08,0,0,1,0,0,0,25,32008,130700,96,56,9,13,9
1,1594001.147,194178.221,1.803,0,1,0,0,0,0,0,2000.03,16770.77,16770.77,3807.95,7632.29,7632.29,4609.84,0,0,1,0,0,0,25,32008,130700,96,56,9,13,9
1,1594501.155,194178.221,0.933,0,1,0,0,0,0,1,2000.03,16325.08,16325.08,3354.15,7382.53,7382.53,4242.71,0,0,1,0,0,0,286,33973,100600,96,70,9,55,9
1,1595001.162,194178.221,0.255,0,1,0,0,0,0,1,1802.80,15882.62,15882.62,2915.52,7159.02,7159.02,3905.19,0,0,1,0,0,0,1740,33973,100600,99,70,3,55,3
1,1595501.170,194178.221,0.100,0,1,0,0,0,0,1,1414.24,15443.68,15443.68,2500.04,6964.30,6964.30,3535.59,0,0,1,0,0,0,430,33973,130700,99,70,3,55,3
1,1596001.178,194178.221,1.839,0,1,0,0,0,0,1,1118.05,15008.56,15008.56,2061.58,6800.84,6800.84,3201.61,0,0,1,0,0,0,119,32008,130700,96,56,9,13,9
1,1596501.185,194178.221,1.854,0,1,0,0,0,0,0,707.12,14577.60,14577.60,1581.16,6670.94,6670.94,2915.52,0,0,1,0,0,0,0,32008,130700,96,56,9,13,9
1,1597001.193,194178.221,0.675,0,1,0,0,0,0,0,500.01,14151.19,14151.19,1118.05,6576.57,6576.57,2692.62,0,0,1,0,0,0,0,32008,130700,96,56,9,13,9
1,1597501.201,194178.221,0.746,0,1,0,0,0,1,0,0.00,13729.74,13729.74,707.12,6519.30,6519.30,2549.55,0,0,1,0,0,0,0,32008,130700,96,56,9,13,9
1,1598001.208,194178.221,0.779,0,1,0,0,0,0,0,500.01,13313.73,13313.73,500.01,6500.10,6500.10,2500.04,0,0,1,0,0,0,20,32008,130700,96,56,9,13,9
1,1598501.216,194178.221,1.098,0,1,0,0,0,0,0,707.12,12903.69,12903.69,0.00,6500.10,6500.10,2500.04,0,0,1,0,0,0,20,32008,130700,96,56,9,13,9
1,1599001.224,194178.221,1.768,0,1,0,0,0,0,0,1118.05,12500.19,12500.19,0.00,6519.30,6519.30,2549.55,0,0,0,0,0,0,20,32008,130700,96,56,9,13,9
1,1599501.231,194178.221,0.816,0,1,0,0,0,0,0,1414.24,12103.90,12103.90,500.01,6576.57,6576.57,2692.62,0,0,0,0,0,0,79,32008,130700,96,56,9,13,9
1,1600001.239,194178.221,2.401,0,1,0,0,0,0,0,1118.05,11715.55,11715.55,500.01,6670.94,6670.94,2915.52,0,0,1,0,0,0,176,32008,130700,96,56,9,13,9
1,1600501.247,194178.221,1.604,0,1,0,0,0,0,0,1000.02,11335.96,11335.96,500.01,6519.30,6519.30,3201.61,0,0,1,0,0,0,176,32008,130700,96,56,9,13,9
1,1601001.254,194178.221,0.772,0,1,0,0,0,0,0,1000.02,10966.02,10966.02,500.01,6265.08,6265.08,3000.05,0,0,0,0,0,0,176,32008,143000,96,56,9,13,9
1,1601501.262,194178.221,0.369,0,1,0,0,0,0,0,1000.02,10606.76,10606.76,500.01,6041.62,6041.62,2500.04,1,0,1,0,0,0,0,39375,138600,99,77,11,34,11
1,1602001.270,194178.221,1.550,0,1,0,0,0,0,0,1000.02,10259.30,10259.30,500.01,5852.44,5852.44,2000.03,0,0,1,0,0,0,0,39375,138600,97,77,4,34,4
1,1602501.277,194178.221,2.137,0,1,0,0,0,0,0,1118.05,9924.87,9899.65,500.01,5700.97,5700.97,1500.02,1,0,1,0,0,0,49,47792,138600,97,79,4,14,4
1,1603001.285,194178.221,0.919,0,1,0,0,0,0,0,1414.24,9604.83,9552.63,707.12,5590.26,5590.26,1000.02,0,0,1,0,0,0,31,47792,138600,97,79,4,14,4
1,1603501.293,194178.221,1.856,0,1,0,0,0,0,0,1802.80,9300.68,9219.69,1118.05,5315.16,5315.16,500.01,0,0,1,0,0,0,61,47792,138600,97,79,4,14,4
1,1604001.300,194178.221,3.187,0,1,0,0,1,0,0,2236.10,9014.02,8902.38,1414.24,4949.82,4949.82,0.00,0,0,1,0,0,0,223,50142,176200,97,91,4,34,4
1,1604501.308,194178.221,3.530,0,1,0,0,1,0,0,2236.10,8746.56,8602.46,1802.80,4609.84,4609.84,0.00,0,0,0,1,0,0,111,50142,176200,97,91,1,34,1
1,1605001.316,194178.221,2.326,0,1,0,0,0,0,0,2061.58,8500.13,8321.79,2121.35,4301.23,4301.23,500.01,1,0,0,1,0,0,111,50142,176200,97,91,1,34,1
1,1605501.324,194178.221,1.141,0,1,0,0,0,0,0,2000.03,8276.60,8062.38,2500.04,4031.19,4031.19,500.01,1,0,0,1,0,0,68,50142,176200,97,91,1,34,1
1,1606001.331,194178.221,4.222,0,1,0,0,1,0,0,2000.03,8077.87,7826.36,2915.52,3807.95,3807.95,0.00,0,0,0,1,0,0,0,50142,176200,97,91,1,34,1
1,1606501.339,194178.221,5.888,0,1,0,0,0,0,0,2000.03,7905.82,7615.89,3354.15,3640.11,3640.11,500.01,0,0,0,1,0,0,0,50142,176200,97,91,1,34,1
1,1607001.347,194178.221,5.376,0,1,0,0,0,0,0,1500.02,7762.21,7382.53,3807.95,3535.59,3535.59,707.12,0,0,0,1,0,0,80,50142,165300,97,91,1,34,1
1,1607501.354,194178.221,3.533,0,1,0,0,0,0,0,1000.02,7648.65,7159.02,4272.07,3354.15,3354.15,1118.05,0,0,0,1,0,0,80,50142,165300,97,91,1,34,1
1,1608001.362,194178.221,1.703,0,1,0,0,0,0,0,500.01,7433.15,6946.33,4743.49,3162.33,3162.33,1118.05,0,0,0,1,0,0,86,52622,165300,97,92,1,18,1
1,1608501.370,194178.221,3.079,0,1,0,0,0,1,0,0.00,7106.44,6708.31,5220.23,3041.43,3041.43,707.12,0,0,0,1,0,0,86,52622,218900,97,92,1,18,1
1,1609001.377,194178.221,3.260,0,1,0,0,0,1,0,0.00,6800.84,6500.10,5700.97,3000.05,3000.05,500.01,1,0,0,1,0,0,86,52622,218900,98,92,1,18,1
1,1609501.385,194178.221,1.415,1,1,0,0,0,1,0,0.00,6519.30,6265.08,5700.97,2915.52,2915.52,500.01,0,0,0,1,0,0,93,65409,218900,98,95,1,11,1
1,1610001.393,194178.221,0.637,1,1,0,0,1,1,0,0.00,6265.08,6041.62,5408.41,2692.62,2692.62,0.00,0,0,0,1,0,0,0,65409,218900,98,95,1,11,1
1,1610501.400,194178.221,2.684,1,1,0,0,1,1,0,0.00,6041.62,5831.04,5147.89,2500.04,2500.04,0.00,0,0,0,0,0,0,0,65409,218900,98,95,1,11,1
1,1611001.408,194178.221,1.329,1,1,0,0,1,1,0,0.00,5852.44,5590.26,4924.51,2236.10,2236.10,0.00,0,0,0,0,0,0,0,65409,218900,98,95,1,11,1
1,1611501.416,194178.221,0.447,1,1,0,0,1,0,0,500.01,5700.97,5385.25,4609.84,2061.58,2061.58,0.00,0,0,0,0,0,0,0,65409,209400,98,95,1,11,1
1,1612001.423,194178.221,2.593,1,1,0,0,0,0,0,707.12,5590.26,5220.23,4301.23,2000.03,2000.03,500.01,0,0,0,0,0,0,43,65409,209400,96,95,2,11,2
1,1612501.431,194178.221,3.042,1,1,0,0,0,0,0,1118.05,5522.77,5099.10,4031.19,2000.03,2000.03,707.12,0,0,1,0,0,0,166,68532,209400,96,99,2,6,2
1,1613001.439,194178.221,2.818,1,1,0,0,0,0,0,1414.24,5500.08,4924.51,3807.95,2000.03,2000.03,500.01,1,0,1,0,0,0,34,68532,209400,96,99,2,6,2
1,1613501.446,194178.221,1.739,1,1,0,0,0,0,0,1802.80,5408.41,4743.49,3605.61,2000.03,2000.03,707.12,0,0,0,0,0,0,571,68532,209400,96,99,2,6,2
1,1614001.454,194178.221,2.182,1,1,0,0,0,0,0,2236.10,5000.08,4609.84,3354.15,2000.03,2000.03,1118.05,0,0,1,0,0,0,571,68532,209400,96,99,2,6,2
1,1614501.462,194178.221,1.829,1,1,0,0,0,0,0,2692.62,4609.84,4301.23,3162.33,2000.03,2000.03,1581.16,0,0,1,0,1,0,350,68532,209400,96,99,2,6,2
1,1615001.470,194178.221,1.422,1,1,0,0,0,0,0,3162.33,4242.71,4031.19,2828.47,2000.03,2000.03,2061.58,0,0,1,0,1,0,350,68532,209400,96,99,2,6,2
1,1615501.477,194178.221,1.366,1,1,0,0,0,0,0,3605.61,3905.19,3807.95,2500.04,2000.03,2000.03,2549.55,0,0,1,0,0,0,350,68532,153900,96,99,2,6,2
1,1616001.485,194178.221,0.400,1,1,0,0,0,0,0,4031.19,3605.61,3535.59,2121.35,2000.03,2000.03,3041.43,1,0,1,0,0,0,977,51363,153900,96,78,1,2,1
1,1616501.493,194178.221,1.477,1,1,0,0,0,0,0,4472.21,3354.15,3201.61,1802.80,2000.03,2000.03,3535.59,0,0,1,0,0,0,1267,51363,153900,96,78,1,2,1
1,1617001.500,194178.221,2.326,1,1,1,0,0,0,0,4924.51,3162.33,2828.47,1581.16,1802.80,2000.03,4031.19,0,0,1,0,0,1,1160,51363,180100,96,78,1,2,1
1,1617501.508,194178.221,2.793,1,1,1,0,0,0,0,5385.25,2828.47,2500.04,1414.24,1581.16,2000.03,4527.76,0,0,0,0,1,1,1281,51363,180100,97,78,3,2,3
1,1618001.516,194178.221,3.824,1,1,1,0,0,0,0,5831.04,2500.04,2236.10,1118.05,1500.02,2000.03,5025.02,0,0,0,0,1,1,68,49390,180100,97,64,3,8,3
1,1618501.523,194178.221,1.694,1,1,1,0,0,0,0,6265.08,2236.10,2061.58,707.12,1500.02,2000.03,5522.77,0,0,0,0,0,0,68,49390,180100,97,64,3,8,3
1,1619001.531,194178.221,3.565,1,1,1,0,0,0,0,6708.31,2061.58,1802.80,500.01,1500.02,2061.58,6020.89,0,0,0,1,0,0,7,49390,180100,97,64,3,8,3
1,1619501.539,194178.221,4.462,1,1,1,0,0,0,0,7159.02,2000.03,1414.24,0.00,1581.16,2236.10,6519.30,1,0,1,0,0,0,7,49390,180100,97,64,3,8,3
1,1620001.546,194178.221,1.978,1,1,1,0,0,0,0,7615.89,2061.58,1118.05,0.00,1802.80,2500.04,7017.94,0,0,0,1,0,0,2,49390,180100,97,64,3,8,3
1,1620501.554,194178.221,1.091,1,1,1,0,0,0,0,8077.87,2236.10,1000.02,500.01,1500.02,2828.47,7516.76,0,0,0,0,0,0,0,49390,180100,97,64,3,8,3
1,1621001.562,194178.221,0.460,1,1,1,0,0,0,0,8514.82,2500.04,707.12,0.00,1000.02,3000.05,7500.12,0,0,1,0,0,0,0,49390,180100,97,64,3,8,3
1,1621501.569,194178.221,1.001,1,1,1,0,0,0,0,8846.04,2828.47,500.01,0.00,500.01,3041.43,7516.76,0,0,1,0,0,0,7,49390,180100,97,64,3,8,3
1,1622001.577,194178.221,1.914,1,1,1,0,0,0,0,9192.53,3201.61,500.01,0.00,0.00,3162.33,7566.49,0,0,0,0,0,0,0,52105,147700,97,78,3,9,3
1,1622501.585,194178.221,2.058,1,1,1,0,0,0,0,9552.63,3605.61,0.00,500.01,500.01,3354.15,7648.65,0,0,0,0,0,0,173,52105,147700,92,78,6,9,6
1,1623001.592,194178.221,2.797,1,1,1,0,0,0,0,9861.69,4031.19,0.00,0.00,500.01,3605.61,7762.21,0,0,0,1,1,0,626,52105,147700,92,78,6,9,6
1,1623501.600,194178.221,4.810,1,1,1,0,0,0,0,10124.38,4272.07,500.01,0.00,500.01,3807.95,7905.82,0,0,0,0,1,0,0,43857,147700,92,67,6,10,6
1,1624001.608,194178.221,4.408,1,1,1,0,0,0,0,10404.49,3807.95,500.01,500.01,707.12,4031.19,7778.29,0,0,0,1,0,0,8058,43857,147700,92,67,6,10,6
1,1624501.615,194178.221,2.122,1,1,1,0,0,0,0,10700.63,3354.15,500.01,707.12,1000.02,4272.07,7433.15,0,0,0,1,0,0,1100,43857,237400,92,67,6,10,6
1,1625001.623,194178.221,0.158,1,1,1,0,0,0,0,10512.06,2915.52,707.12,1000.02,1118.05,4472.21,7106.44,0,0,0,1,0,0,867,43857,237400,95,67,1,10,1
1,1625501.631,194178.221,1.474,1,1,1,0,0,0,0,10307.92,2500.04,1000.02,1118.05,1414.24,4717.06,6800.84,0,0,0,0,0,0,471,71100,232900,95,100,1,7,1
1,1626001.639,194178.221,2.442,1,1,1,0,0,0,0,10124.38,2121.35,1118.05,1414.24,1581.16,5000.08,6519.30,1,0,0,0,1,1,617,71100,232900,96,100,3,7,3
1,1626501.646,194178.221,2.478,1,1,1,0,0,0,0,9962.58,1802.80,1414.24,1581.16,1802.80,5025.02,6265.08,0,0,0,0,1,1,194,71100,232900,96,100,3,7,3
1,1627001.654,194178.221,2.451,1,1,1,0,0,0,0,9823.59,1581.16,1500.02,1802.80,2061.58,5099.10,6041.62,0,0,0,0,1,1,528,71100,232900,96,100,3,7,3
1,1627501.662,194178.221,2.396,1,1,1,0,0,0,1,9708.39,1500.02,1500.02,2000.03,2236.10,5220.23,5852.44,0,0,0,0,0,1,176,71100,232900,96,100,3,7,3
1,1628001.669,194178.221,2.023,1,1,1,0,0,0,1,9617.84,1581.16,1581.16,2061.58,2500.04,5385.25,5700.97,0,0,0,0,0,0,569,71100,232900,96,100,3,7,3
1,1628501.677,194178.221,1.912,1,1,1,0,0,0,1,9552.63,1802.80,1802.80,2236.10,2500.04,5590.26,5590.26,0,0,0,0,0,1,405,71100,232900,96,100,3,7,3
1,1629001.685,194178.221,1.315,1,1,1,0,0,0,0,9513.30,2121.35,2061.58,2500.04,2500.04,5831.04,5522.77,0,0,0,0,0,0,250,71100,232900,96,100,3,7,3
1,1629501.692,194178.221,0.854,1,1,1,0,0,0,0,9500.15,2500.04,2236.10,2692.62,2500.04,6041.62,5500.08,0,0,0,0,0,1,250,71100,227100,96,100,3,7,3
1,1630001.700,194178.221,0.832,1,1,1,0,0,0,0,9500.15,2915.52,2500.04,2915.52,2549.55,6184.75,5500.08,1,0,0,0,0,0,105,71100,227100,98,100,5,7,5
1,1630501.708,194178.221,0.711,1,1,1,0,0,0,0,9513.30,3000.05,2828.47,3201.61,2692.62,6324.65,5522.77,1,0,0,1,0,0,99,68152,227100,98,94,5,19,5
1,1631001.715,194178.221,0.224,1,1,0,0,0,0,0,9552.63,3041.43,3000.05,3535.59,2915.52,6500.10,5590.26,0,0,0,1,0,0,0,68152,227100,98,94,5,19,5
1,1631501.723,194178.221,0.141,0,1,0,0,0,0,0,9617.84,3162.33,3000.05,3905.19,3000.05,6670.94,5700.97,1,0,0,1,0,0,28,68152,227100,98,94,5,19,5
1,1632001.731,194178.221,0.820,0,1,0,0,0,0,0,9708.39,3354.15,3041.43,4242.71,3041.43,6800.84,5852.44,0,0,0,1,0,0,28,68152,227100,98,94,5,19,5
1,1632501.738,194178.221,0.532,0,1,0,0,0,0,0,9823.59,3535.59,3162.33,4609.84,3162.33,6964.30,6041.62,0,0,0,1,0,0,62,97034,340700,98,99,5,12,5
1,1633001.746,194178.221,1.353,0,1,0,0,0,0,0,9962.58,3640.11,3354.15,4949.82,3354.15,7159.02,6265.08,0,0,0,1,0,0,117,97034,340700,99,99,3,12,3
1,1633501.754,194178.221,0.965,0,1,0,0,0,0,0,10124.38,3807.95,3605.61,5315.16,3605.61,7382.53,6519.30,0,0,0,1,0,0,117,97034,340700,99,99,3,12,3
1,1634001.761,194178.221,2.246,0,1,0,0,0,0,0,10307.92,4031.19,3807.95,5700.97,3807.95,7615.89,6800.84,1,0,0,1,0,0,117,97034,341800,99,99,3,12,3
1,1593001.131,193678.213,2.178,0,0,0,0,0,0,0,2692.62,17464.52,17464.52,4924.51,8602.46,8602.46,5700.97,0,0,1,0,0,0,40,32008,130700,97,56,6,13,6
1,1593501.139,193678.213,1.501,0,0,0,0,0,0,0,2549.55,17007.61,17007.61,4472.21,8321.79,8321.79,5315.16,0,0,1,0,0,0,25,32008,130700,96,56,9,13,9
1,1594001.147,193678.213,1.097,0,0,0,0,0,0,0,2500.04,16553.20,16553.20,4031.19,8062.38,8062.38,4949.82,0,0,1,0,0,0,25,32008,130700,96,56,9,13,9
1,1594501.155,193678.213,1.278,0,1,0,0,0,0,1,2500.04,16101.49,16101.49,3605.61,7826.36,7826.36,4609.84,0,0,1,0,0,0,25,32008,130700,96,56,9,13,9
1,1595001.162,193678.213,1.300,0,1,0,0,0,0,1,2121.35,15652.72,15652.72,3162.33,7615.89,7615.89,4242.71,1,0,1,0,0,0,34,33973,130700,96,70,9,55,9
1,1595501.170,193678.213,1.648,0,1,0,0,0,0,1,1802.80,15207.14,15207.14,2692.62,7433.15,7433.15,3905.19,0,0,1,0,0,0,1014,33973,130700,96,70,9,55,9
1,1596001.178,193678.213,1.626,0,1,0,0,0,0,1,1414.24,14765.05,14765.05,2236.10,7280.22,7280.22,3605.61,0,0,1,0,0,0,14,32008,130700,96,56,9,13,9
1,1596501.185,193678.213,0.567,0,1,0,0,0,0,0,1000.02,14326.77,14326.77,1802.80,7159.02,7159.02,3354.15,0,0,1,0,0,0,14,32008,130700,96,56,9,13,9
1,1597001.193,193678.213,1.630,0,1,0,0,0,0,0,500.01,13892.66,13892.66,1414.24,7071.18,7071.18,3162.33,1,0,1,0,0,0,14,32008,130700,96,56,9,13,9
1,1597501.201,193678.213,1.985,0,1,0,0,0,1,0,0.00,13463.12,13463.12,1118.05,7017.94,7017.94,3041.43,1,0,1,0,0,0,125,32008,130700,96,56,9,13,9
1,1598001.208,193678.213,1.026,0,1,0,0,0,1,0,0.00,13038.61,13038.61,707.12,7000.11,7000.11,3000.05,0,0,1,0,0,0,125,32008,130700,96,56,9,13,9
1,1598501.216,193678.213,0.354,0,1,0,0,0,0,0,500.01,12619.62,12619.62,500.01,7000.11,7000.11,3000.05,1,0,1,0,0,0,20,32008,130700,96,56,9,13,9
1,1599001.224,193678.213,1.734,0,1,0,0,0,0,0,707.12,12206.74,12206.74,0.00,7017.94,7017.94,3041.43,0,0,1,0,0,0,20,32008,130700,96,56,9,13,9
1,1599501.231,193678.213,1.501,0,1,0,0,0,0,0,1000.02,11800.61,11800.61,0.00,7071.18,7071.18,3162.33,0,0,0,0,0,0,79,32008,130700,96,56,9,13,9
1,1600001.239,193678.213,0.820,0,1,0,0,0,0,0,707.12,11401.93,11401.93,0.00,7159.02,7159.02,3354.15,0,0,1,0,0,0,176,32008,130700,96,56,9,13,9
1,1600501.247,193678.213,1.028,0,1,0,0,0,0,0,500.01,11011.53,11011.53,0.00,6946.33,6946.33,3535.59,0,0,1,0,0,0,176,32008,130700,96,56,9,13,9
1,1601001.254,193678.213,0.269,0,1,0,0,0,0,0,500.01,10630.31,10630.31,0.00,6708.31,6708.31,3041.43,0,0,1,0,0,0,176,32008,130700,96,56,9,13,9
1,1601501.262,193678.213,0.453,0,1,0,0,0,0,0,500.01,10259.30,10259.30,0.00,6500.10,6500.10,2549.55,0,0,1,0,0,0,176,39375,138600,96,77,9,34,9
1,1602001.270,193678.213,1.231,0,1,0,0,0,0,0,500.01,9899.65,9899.65,0.00,6324.65,6324.65,2061.58,0,0,1,0,0,0,49,47792,138600,97,79,4,14,4
1,1602501.277,193678.213,1.879,0,1,0,0,0,0,0,707.12,9552.63,9552.63,0.00,6184.75,6184.75,1581.16,0,0,0,1,0,0,49,47792,138600,97,79,4,14,4
1,1603001.285,193678.213,2.187,0,1,0,0,0,0,0,1118.05,9219.69,9192.53,500.01,6020.89,6020.89,1118.05,1,0,0,0,0,0,18,47792,138600,97,79,4,14,4
1,1603501.293,193678.213,2.308,0,1,0,0,0,0,0,1581.16,8902.38,8846.04,707.12,5656.94,5656.94,707.12,0,0,0,1,0,0,425,47792,138600,97,79,4,14,4
1,1604001.300,193678.213,1.484,0,1,0,0,0,0,0,2061.58,8602.46,8514.82,1118.05,5315.16,5315.16,500.01,0,0,0,1,0,0,62,47792,138600,97,79,4,14,4
1,1604501.308,193678.213,0.825,0,1,0,0,0,0,0,2500.04,8321.79,8200.74,1414.24,5000.08,5000.08,500.01,1,0,0,1,0,0,80,50142,138600,97,91,4,34,4
1,1605001.316,193678.213,2.370,0,1,0,0,0,0,0,2549.55,8062.38,7905.82,1802.80,4717.06,4717.06,707.12,0,0,0,1,0,0,80,50142,176200,97,91,4,34,4
1,1605501.324,193678.213,4.562,0,1,0,0,0,0,0,2500.04,7826.36,7632.29,2236.10,4472.21,4472.21,707.12,0,0,0,1,0,0,80,50142,138600,97,91,1,34,1
1,1606001.331,193678.213,3.756,0,1,0,0,0,0,0,2500.04,7615.89,7382.53,2692.62,4272.07,4272.07,500.01,0,0,0,1,0,0,0,50142,138600,97,91,4,34,4
